0.167,0.167,0.167,0.167,0.167,0.167
0.175,0.275,0.076,0.221,0.119,0.133
0.181,0.229,0.072,0.301,0.102,0.115
0.181,0.229,0.072,0.301,0.102,0.115
0.181,0.229,0.072,0.301,0.102,0.115
0.186,0.269,0.074,0.249,0.106,0.116
0.185,0.266,0.076,0.250,0.107,0.115
0.182,0.256,0.075,0.265,0.107,0.115
0.184,0.253,0.072,0.273,0.104,0.114
0.179,0.259,0.073,0.273,0.103,0.113
0.182,0.259,0.071,0.271,0.105,0.112
0.180,0.260,0.072,0.269,0.105,0.115
0.182,0.258,0.072,0.271,0.102,0.115
0.181,0.255,0.071,0.278,0.101,0.114
0.183,0.256,0.069,0.277,0.102,0.113
0.180,0.258,0.072,0.276,0.101,0.113
0.179,0.260,0.072,0.276,0.099,0.114
0.180,0.260,0.070,0.274,0.103,0.113
0.180,0.257,0.074,0.273,0.100,0.116
0.180,0.256,0.073,0.274,0.101,0.116
0.179,0.257,0.072,0.280,0.099,0.112
0.182,0.256,0.070,0.277,0.101,0.114
0.179,0.257,0.073,0.279,0.099,0.114
0.175,0.260,0.074,0.280,0.099,0.112
0.177,0.259,0.073,0.276,0.103,0.113
0.179,0.257,0.072,0.278,0.103,0.112
0.179,0.255,0.072,0.279,0.102,0.113
0.179,0.259,0.071,0.276,0.102,0.113
0.179,0.258,0.071,0.278,0.103,0.112
0.177,0.260,0.070,0.281,0.099,0.113
0.174,0.260,0.072,0.278,0.101,0.114
0.179,0.262,0.071,0.278,0.099,0.111
0.180,0.260,0.071,0.276,0.100,0.112
0.176,0.262,0.071,0.276,0.100,0.115
0.177,0.264,0.070,0.279,0.101,0.108
0.176,0.259,0.073,0.280,0.102,0.110
0.177,0.260,0.074,0.275,0.101,0.114
0.173,0.260,0.070,0.279,0.102,0.115
0.178,0.261,0.071,0.277,0.102,0.111
0.178,0.259,0.071,0.282,0.098,0.112
0.175,0.262,0.072,0.276,0.101,0.114
0.179,0.257,0.070,0.280,0.102,0.112
0.174,0.263,0.070,0.280,0.100,0.113
0.174,0.261,0.072,0.280,0.102,0.111
0.175,0.263,0.071,0.277,0.101,0.112
0.178,0.259,0.071,0.276,0.100,0.115
0.178,0.259,0.071,0.276,0.100,0.115
0.178,0.260,0.071,0.278,0.101,0.113
0.177,0.259,0.072,0.275,0.104,0.113
0.178,0.259,0.071,0.277,0.102,0.113
0.176,0.257,0.072,0.280,0.103,0.112
0.176,0.259,0.071,0.279,0.103,0.112
0.176,0.259,0.071,0.279,0.103,0.112
0.180,0.260,0.070,0.278,0.100,0.113
0.177,0.260,0.071,0.277,0.102,0.113
0.177,0.259,0.071,0.281,0.100,0.112
0.179,0.259,0.071,0.279,0.100,0.112
0.174,0.260,0.071,0.278,0.102,0.114
0.176,0.259,0.070,0.277,0.104,0.114
0.173,0.261,0.072,0.281,0.103,0.112
0.177,0.257,0.072,0.280,0.102,0.111
0.176,0.262,0.069,0.283,0.097,0.114
0.176,0.262,0.071,0.278,0.099,0.114
0.178,0.257,0.070,0.282,0.100,0.113
0.180,0.257,0.071,0.279,0.102,0.112
0.178,0.256,0.072,0.276,0.103,0.114
0.174,0.258,0.071,0.283,0.101,0.113
0.173,0.260,0.069,0.282,0.100,0.115
0.173,0.262,0.070,0.282,0.102,0.112
0.174,0.255,0.071,0.283,0.101,0.116
0.178,0.256,0.071,0.283,0.102,0.111
0.180,0.256,0.071,0.280,0.101,0.111
0.178,0.257,0.070,0.280,0.102,0.112
