0.250,0.250,0.250,0.250
0.230,0.218,0.273,0.280
0.224,0.213,0.284,0.279
0.225,0.211,0.285,0.279
0.224,0.209,0.281,0.286
0.222,0.212,0.281,0.285
0.225,0.215,0.279,0.281
0.223,0.213,0.278,0.286
0.221,0.215,0.276,0.289
0.220,0.212,0.281,0.287
0.220,0.214,0.284,0.281
0.222,0.211,0.279,0.288
0.221,0.214,0.281,0.284
0.221,0.212,0.283,0.285
0.223,0.211,0.283,0.283
0.225,0.212,0.279,0.284
0.221,0.210,0.282,0.287
0.225,0.210,0.280,0.284
0.223,0.209,0.283,0.285
0.224,0.213,0.283,0.280
0.223,0.210,0.285,0.282
0.223,0.212,0.280,0.286
0.226,0.210,0.284,0.281
0.225,0.207,0.283,0.285
0.227,0.210,0.279,0.284
0.224,0.209,0.284,0.283
0.224,0.211,0.281,0.283
0.223,0.211,0.285,0.281
0.221,0.216,0.280,0.283
0.223,0.211,0.278,0.288
0.223,0.208,0.282,0.287
0.222,0.210,0.279,0.288
0.227,0.211,0.278,0.284
0.223,0.211,0.282,0.285
0.223,0.212,0.282,0.282
0.225,0.212,0.282,0.281
0.224,0.207,0.284,0.285
0.223,0.208,0.283,0.286
0.224,0.208,0.282,0.286
0.223,0.211,0.283,0.283
0.224,0.212,0.282,0.283
0.223,0.213,0.281,0.283
0.225,0.208,0.285,0.282
0.220,0.210,0.282,0.288
0.223,0.209,0.284,0.284
0.223,0.209,0.283,0.286
0.225,0.210,0.280,0.285
0.226,0.211,0.277,0.286
0.224,0.211,0.280,0.285
0.222,0.208,0.283,0.286
0.223,0.207,0.285,0.285
0.224,0.211,0.280,0.285
0.224,0.208,0.282,0.286
0.224,0.208,0.281,0.288
0.219,0.210,0.286,0.286
0.224,0.207,0.283,0.287
0.222,0.209,0.281,0.288
0.221,0.211,0.282,0.286
0.225,0.210,0.281,0.284
0.223,0.214,0.281,0.282
0.220,0.213,0.283,0.284
0.221,0.212,0.281,0.287
0.226,0.209,0.282,0.284
0.223,0.212,0.282,0.283
0.221,0.210,0.282,0.287
0.227,0.208,0.282,0.283
0.222,0.210,0.284,0.285
0.220,0.211,0.285,0.284
0.221,0.206,0.284,0.290
0.221,0.209,0.283,0.286
0.223,0.208,0.285,0.284
0.223,0.211,0.283,0.283
0.220,0.210,0.285,0.286
0.223,0.210,0.286,0.281
0.222,0.209,0.285,0.284
0.224,0.212,0.284,0.280
0.222,0.208,0.282,0.288
0.226,0.208,0.279,0.286
0.223,0.213,0.281,0.284
0.223,0.212,0.281,0.284
0.221,0.211,0.285,0.284
0.220,0.208,0.288,0.284
0.223,0.210,0.284,0.284
0.225,0.212,0.279,0.284
0.226,0.211,0.278,0.285
0.224,0.212,0.282,0.282
0.221,0.211,0.287,0.281
0.222,0.210,0.287,0.282
0.225,0.211,0.282,0.282
0.221,0.212,0.284,0.283
0.222,0.208,0.286,0.283
0.225,0.207,0.282,0.286
0.223,0.208,0.283,0.286
0.223,0.211,0.278,0.287
0.223,0.210,0.283,0.284
0.221,0.209,0.285,0.285
0.221,0.209,0.285,0.285
0.222,0.210,0.285,0.283
0.223,0.211,0.281,0.285
0.226,0.211,0.279,0.284
