0.036,-0.044,0.088,0.190,-0.375,0.143,-0.175,0.278,-0.028,-0.082,-0.358,0.148,-0.186,0.355
0.211,-0.073,0.223,0.268,-0.141,0.139,-0.163,0.358,0.017,0.148,-0.466,0.089,-0.147,0.355
0.192,-0.020,0.211,0.360,-0.303,0.136,-0.206,0.488,0.068,0.079,-0.429,0.168,-0.057,0.385
0.139,-0.045,-0.053,0.330,-0.505,0.073,-0.063,0.435,0.050,-0.007,-0.305,0.039,-0.012,0.416
0.010,-0.017,0.035,0.196,-0.391,0.079,-0.076,0.369,0.191,0.037,-0.410,0.120,-0.335,0.232
0.219,0.188,0.242,0.360,-0.293,0.249,-0.019,0.528,0.263,0.072,-0.333,0.244,-0.049,0.458
0.068,0.093,0.251,0.454,-0.239,0.320,-0.129,0.425,0.008,-0.003,-0.291,0.056,-0.127,0.379
0.391,0.036,0.458,0.494,-0.093,0.251,0.077,0.587,0.167,0.214,-0.176,0.217,-0.019,0.440
0.310,0.239,0.452,0.431,-0.213,0.387,0.169,0.648,0.232,0.333,-0.207,0.339,0.203,0.490
0.436,0.261,0.357,0.674,-0.160,0.376,0.256,0.621,0.427,0.316,0.125,0.389,0.147,0.620
0.324,0.289,0.487,0.510,-0.119,0.532,0.166,0.680,0.376,0.325,0.102,0.367,0.298,0.602
0.383,0.356,0.569,0.455,0.049,0.396,0.092,0.735,0.401,0.135,0.050,0.484,0.113,0.608
0.348,0.268,0.390,0.579,-0.144,0.460,0.236,0.663,0.365,0.317,0.103,0.411,0.112,0.597
0.296,0.180,0.465,0.426,-0.194,0.325,0.201,0.611,0.280,0.216,0.096,0.535,0.160,0.565
0.524,0.529,0.659,0.606,-0.021,0.650,0.230,0.872,0.460,0.338,0.152,0.494,0.268,0.800
0.625,0.437,0.604,0.714,0.170,0.577,0.333,0.802,0.544,0.366,0.163,0.566,0.170,0.846
0.639,0.442,0.622,0.672,0.174,0.586,0.278,0.813,0.593,0.357,0.059,0.596,0.340,0.820
0.625,0.527,0.657,0.671,0.232,0.607,0.361,0.812,0.573,0.443,0.208,0.599,0.359,0.726
0.529,0.408,0.714,0.664,0.261,0.584,0.199,0.838,0.396,0.350,0.083,0.534,0.184,0.690
0.389,0.267,0.491,0.459,0.017,0.412,0.105,0.674,0.252,0.230,0.073,0.444,0.152,0.575
0.377,0.241,0.433,0.478,-0.155,0.361,-0.073,0.546,0.231,0.061,-0.205,0.423,-0.101,0.591
