-0.279,-0.212,-0.042,0.104,-0.337,-0.215,-0.725,-0.139,-0.342,-0.301,-0.342,-0.131,-0.424,0.043,-0.909,-0.445,-0.704,-0.285,-0.633
-0.334,-0.179,0.228,0.200,-0.402,-0.236,-0.701,0.042,-0.141,-0.118,-0.167,-0.194,-0.311,0.329,-0.768,-0.410,-0.556,-0.253,-0.730
-0.188,-0.187,0.084,0.030,-0.358,-0.133,-0.643,-0.058,-0.257,-0.113,-0.157,-0.042,-0.469,0.221,-0.884,-0.498,-0.589,-0.515,-0.617
-0.129,-0.098,0.284,0.267,-0.261,0.026,-0.497,0.116,0.108,-0.051,-0.009,-0.210,-0.221,0.406,-0.572,-0.422,-0.617,-0.245,-0.394
0.245,0.205,0.372,0.347,-0.193,0.342,-0.436,0.349,0.251,0.112,0.236,0.008,-0.115,0.459,-0.473,-0.214,-0.364,0.005,-0.138
-0.053,0.163,0.424,0.355,-0.242,0.175,-0.338,0.325,0.276,0.040,0.156,0.067,-0.089,0.406,-0.693,-0.254,-0.268,0.061,-0.335
-0.095,0.110,0.290,0.338,-0.223,0.137,-0.424,0.253,0.207,0.176,0.088,0.010,-0.119,0.432,-0.782,-0.362,-0.543,-0.412,-0.509
0.025,0.088,0.255,0.434,-0.395,0.152,-0.471,0.226,0.069,0.087,0.039,0.009,-0.055,0.478,-0.706,-0.373,-0.314,-0.158,-0.338
0.007,0.039,0.205,0.345,-0.092,0.069,-0.527,0.228,-0.036,-0.033,0.127,0.110,0.010,0.333,-0.601,-0.191,-0.442,-0.122,-0.343
0.119,0.151,0.251,0.270,-0.284,0.204,-0.370,0.405,0.097,0.143,0.065,-0.054,-0.127,0.349,-0.456,-0.438,-0.549,-0.121,-0.747
0.005,0.264,0.307,0.520,-0.022,0.252,-0.340,0.439,0.251,0.100,0.129,0.039,0.166,0.502,-0.447,-0.223,-0.293,0.071,-0.419
0.136,0.141,0.437,0.494,-0.196,0.259,-0.224,0.564,0.384,0.143,0.056,0.111,0.091,0.466,-0.514,-0.115,-0.203,-0.002,-0.350
0.139,0.073,0.368,0.549,-0.109,0.426,-0.312,0.636,0.268,0.217,0.261,0.392,0.170,0.735,-0.542,-0.194,-0.222,-0.011,-0.134
-0.123,0.197,0.319,0.463,-0.163,0.320,-0.095,0.454,0.128,0.097,0.113,0.344,0.165,0.545,-0.645,-0.220,0.008,-0.101,-0.297
0.160,0.217,0.371,0.678,-0.177,0.450,0.027,0.612,0.429,0.258,0.170,0.306,0.157,0.546,-0.311,-0.002,-0.261,0.046,-0.051
0.117,0.280,0.512,0.653,-0.088,0.314,-0.218,0.585,0.171,0.330,0.303,0.431,0.049,0.730,-0.471,-0.199,-0.157,0.015,-0.233
0.343,0.350,0.604,0.651,0.016,0.438,0.086,0.619,0.204,0.372,0.337,0.350,0.151,0.740,-0.522,0.107,-0.113,0.117,-0.185
0.594,0.572,0.876,0.758,0.314,0.855,0.191,0.896,0.727,0.583,0.538,0.553,0.373,0.916,-0.202,0.376,-0.024,0.383,0.045
0.537,0.493,0.738,0.861,0.517,0.796,0.323,0.982,0.630,0.579,0.637,0.584,0.344,1.163,-0.004,0.175,0.088,0.364,0.103
0.532,0.559,0.795,0.822,0.356,0.588,0.176,0.973,0.681,0.487,0.413,0.493,0.276,0.995,0.029,0.174,-0.038,0.381,-0.009
0.466,0.631,0.798,0.827,0.306,0.668,0.294,0.814,0.600,0.563,0.435,0.532,0.450,0.912,-0.093,0.141,0.175,0.519,0.079
0.192,0.357,0.437,0.539,0.173,0.372,-0.050,0.515,0.364,0.117,0.155,0.435,0.089,0.715,-0.286,-0.108,-0.125,0.126,-0.174
0.544,0.572,0.744,0.755,0.095,0.712,0.197,0.695,0.366,0.637,0.579,0.693,0.569,1.003,-0.238,0.178,-0.077,0.256,0.143
0.522,0.391,0.635,0.805,0.077,0.646,0.026,0.685,0.631,0.558,0.569,0.521,0.295,0.869,-0.280,0.162,0.127,0.181,-0.132
0.136,0.452,0.477,0.744,0.037,0.557,-0.054,0.601,0.339,0.386,0.071,0.520,0.324,0.759,-0.309,0.116,-0.070,0.004,0.117
0.468,0.486,0.739,0.648,0.194,0.579,-0.068,0.634,0.417,0.348,0.468,0.465,0.190,0.671,-0.252,0.069,-0.147,0.211,-0.051
0.318,0.427,0.549,0.765,0.156,0.394,-0.198,0.629,0.365,0.398,0.302,0.450,0.167,0.802,-0.255,-0.064,-0.195,0.198,-0.135
0.108,0.218,0.331,0.447,-0.168,0.228,-0.303,0.446,0.179,0.202,0.059,0.127,-0.136,0.516,-0.420,-0.280,-0.330,-0.104,-0.376
0.219,0.092,0.451,0.616,-0.291,0.325,-0.167,0.320,0.225,0.066,0.025,0.162,-0.032,0.542,-0.443,-0.288,-0.475,-0.025,-0.160
0.410,0.429,0.804,0.743,0.122,0.635,0.308,0.749,0.513,0.434,0.289,0.335,0.112,0.924,-0.131,0.023,-0.143,0.130,0.175
0.326,0.568,0.750,0.819,0.330,0.668,0.024,0.642,0.558,0.255,0.429,0.543,0.371,0.872,-0.003,0.167,0.206,0.353,0.052
0.308,0.404,0.624,0.901,0.210,0.535,-0.035,0.525,0.562,0.253,0.319,0.516,0.202,0.780,-0.357,0.110,0.094,0.330,-0.233
0.261,0.324,0.578,0.559,0.129,0.420,-0.083,0.533,0.432,0.181,0.200,0.315,0.105,0.806,-0.267,0.187,-0.234,0.086,-0.333
0.096,0.374,0.413,0.713,-0.015,0.451,-0.160,0.585,0.287,0.328,0.153,0.131,0.078,0.822,-0.388,0.155,-0.390,-0.007,-0.053
0.150,0.400,0.637,0.717,-0.005,0.386,-0.102,0.569,0.611,0.340,0.267,0.301,0.176,0.659,-0.265,0.159,-0.093,0.182,-0.218
0.127,0.233,0.695,0.581,-0.100,0.519,-0.223,0.603,0.190,0.274,0.208,0.305,0.072,0.723,-0.545,0.165,-0.033,0.139,-0.280
0.274,0.249,0.405,0.560,0.008,0.426,-0.195,0.514,0.279,0.212,0.189,0.147,0.183,0.655,-0.552,0.009,-0.211,0.081,-0.093
0.099,-0.162,0.143,0.365,-0.395,0.148,-0.505,0.204,0.118,-0.101,-0.048,0.077,-0.148,0.245,-0.652,-0.289,-0.559,-0.116,-0.416
0.070,-0.044,0.302,0.233,-0.380,0.089,-0.310,0.360,-0.034,-0.253,-0.055,0.038,-0.246,0.450,-0.858,-0.308,-0.321,-0.354,-0.268
0.015,-0.058,0.132,0.090,-0.419,0.092,-0.372,0.252,0.093,-0.012,0.018,0.008,-0.264,0.490,-0.690,-0.497,-0.396,-0.149,-0.469
-0.160,-0.169,0.100,0.005,-0.387,0.127,-0.539,0.115,-0.016,-0.154,-0.163,-0.085,-0.373,0.372,-0.760,-0.462,-0.515,-0.394,-0.679
-0.209,-0.026,0.065,0.222,-0.207,0.188,-0.382,0.330,0.100,-0.187,0.023,-0.000,-0.197,0.435,-0.613,-0.263,-0.413,-0.174,-0.462
-0.098,-0.151,0.087,0.211,-0.450,-0.090,-0.296,0.147,-0.008,-0.072,-0.108,-0.187,-0.161,0.287,-0.826,-0.492,-0.453,-0.524,-0.702
-0.073,-0.070,0.255,0.259,-0.359,0.107,-0.308,0.235,0.001,-0.188,-0.224,-0.137,-0.155,0.240,-0.695,-0.511,-0.522,-0.148,-0.534
0.072,-0.008,0.290,0.440,-0.246,0.193,-0.318,0.307,0.177,-0.061,0.094,0.101,0.099,0.459,-0.666,-0.386,-0.549,-0.232,-0.483
0.015,-0.084,0.170,0.289,-0.328,-0.037,-0.410,0.157,0.271,-0.052,-0.003,-0.018,-0.212,0.451,-0.570,-0.219,-0.460,-0.146,-0.604
0.083,0.010,0.104,0.402,-0.286,0.032,-0.227,0.217,0.024,0.046,-0.001,0.055,-0.138,0.389,-0.647,-0.375,-0.460,-0.209,-0.693
0.025,0.047,0.307,0.173,-0.283,-0.003,-0.320,0.186,0.115,-0.126,-0.131,0.016,-0.115,0.443,-0.624,-0.424,-0.444,-0.117,-0.491
-0.083,-0.026,0.249,0.350,-0.315,0.235,-0.251,0.309,0.112,0.001,0.098,-0.057,0.040,0.482,-0.632,-0.301,-0.357,-0.200,-0.446
-0.148,-0.303,0.197,0.191,-0.565,-0.046,-0.592,0.138,-0.048,-0.242,-0.247,-0.134,-0.271,0.211,-0.766,-0.592,-0.553,-0.373,-0.493
-0.023,0.073,0.322,0.402,-0.179,0.303,-0.236,0.375,0.050,-0.023,0.127,0.138,0.010,0.577,-0.666,-0.265,-0.415,-0.066,-0.274
-0.285,-0.023,0.076,0.273,-0.318,0.009,-0.441,0.231,0.018,-0.245,0.050,0.089,-0.216,0.389,-0.731,-0.277,-0.643,-0.382,-0.569
-0.135,0.051,0.200,0.263,-0.451,0.107,-0.334,0.268,-0.030,0.042,0.013,0.042,-0.315,0.337,-0.474,-0.309,-0.505,-0.345,-0.395
0.071,0.304,0.327,0.360,-0.346,0.183,-0.328,0.419,0.221,0.386,0.045,0.266,-0.166,0.405,-0.493,-0.216,-0.369,-0.223,-0.262
-0.033,0.253,0.280,0.452,-0.290,0.138,-0.511,0.464,0.201,0.277,0.151,0.100,-0.089,0.457,-0.444,-0.343,-0.249,-0.294,-0.370
0.016,0.222,0.353,0.490,-0.266,0.184,-0.350,0.434,0.300,0.203,0.268,0.297,0.078,0.580,-0.543,-0.185,-0.204,0.017,-0.328
0.217,0.314,0.736,0.715,0.053,0.441,-0.115,0.615,0.410,0.318,0.364,0.268,0.190,0.791,-0.353,-0.169,-0.231,0.218,-0.211
0.031,0.175,0.470,0.544,0.054,0.186,-0.347,0.586,0.165,0.077,0.121,0.331,0.047,0.587,-0.309,-0.144,-0.232,-0.065,-0.123
-0.082,0.150,0.379,0.411,-0.074,0.230,-0.450,0.451,0.195,0.217,0.166,0.153,-0.112,0.485,-0.327,-0.134,-0.178,-0.081,-0.442
-0.027,0.125,0.360,0.562,-0.133,0.210,-0.229,0.372,0.185,0.138,0.084,0.116,0.043,0.403,-0.679,-0.181,-0.486,-0.238,-0.411
0.016,0.108,0.258,0.296,-0.328,0.179,-0.316,0.358,0.026,0.017,-0.004,-0.010,-0.037,0.452,-0.684,-0.304,-0.566,-0.101,-0.405
-0.101,0.217,0.204,0.371,-0.244,0.103,-0.430,0.242,-0.052,-0.053,-0.084,-0.088,-0.332,0.459,-0.698,-0.407,-0.621,-0.251,-0.465
0.068,0.237,0.505,0.390,-0.049,0.426,-0.238,0.500,0.241,0.257,0.153,0.200,0.138,0.525,-0.592,-0.151,-0.381,-0.108,-0.090
0.193,0.376,0.790,0.719,0.185,0.485,0.058,0.572,0.315,0.445,0.343,0.293,0.182,0.742,-0.280,-0.054,-0.149,0.101,-0.315
0.327,0.429,0.533,0.480,0.048,0.509,0.100,0.568,0.258,0.359,0.367,0.268,0.195,0.787,-0.397,-0.047,-0.084,0.150,-0.146
0.096,0.239,0.418,0.347,-0.240,0.203,-0.061,0.447,0.262,0.193,0.065,0.111,-0.027,0.410,-0.636,-0.220,-0.433,-0.249,-0.335
-0.103,0.018,0.302,0.278,-0.183,0.052,-0.474,0.298,0.167,0.112,0.003,0.004,0.005,0.385,-0.572,-0.420,-0.482,-0.245,-0.202
0.072,-0.013,0.198,0.504,-0.108,0.250,-0.178,0.336,0.187,0.020,0.006,0.228,-0.099,0.417,-0.816,-0.263,-0.283,-0.248,-0.330
0.168,-0.010,0.287,0.357,-0.241,0.150,-0.381,0.239,0.195,0.083,-0.119,0.071,-0.216,0.330,-0.604,-0.173,-0.460,-0.221,-0.405
-0.067,-0.110,0.221,0.317,-0.255,0.120,-0.413,0.235,0.070,0.176,-0.112,0.011,-0.280,0.431,-0.579,-0.201,-0.380,-0.343,-0.387
-0.025,0.114,0.252,0.261,-0.286,0.099,-0.508,0.195,0.100,0.091,-0.017,0.023,-0.281,0.408,-0.814,-0.153,-0.649,-0.288,-0.368
0.031,-0.012,0.265,0.249,-0.389,0.177,-0.263,0.276,0.170,-0.097,0.140,-0.036,-0.248,0.414,-0.550,-0.411,-0.486,-0.283,-0.528
0.196,0.169,0.306,0.348,-0.224,0.091,-0.260,0.359,0.326,0.196,0.199,0.193,0.098,0.463,-0.544,-0.255,-0.309,-0.123,-0.326
-0.108,0.031,0.264,0.405,-0.238,0.160,-0.385,0.253,0.231,0.121,0.055,0.150,-0.037,0.291,-0.772,-0.405,-0.373,-0.190,-0.431
0.109,0.071,0.429,0.541,0.151,0.296,-0.276,0.479,0.196,0.219,0.292,0.265,0.126,0.546,-0.541,0.041,-0.288,-0.250,-0.167
0.113,0.019,0.318,0.450,-0.295,0.079,-0.467,0.389,0.079,-0.089,0.145,0.146,-0.100,0.584,-0.571,-0.218,-0.434,-0.142,-0.316
0.085,0.116,0.313,0.387,-0.297,0.154,-0.460,0.357,0.041,-0.061,-0.034,-0.033,-0.188,0.389,-0.572,-0.294,-0.504,-0.328,-0.392
0.013,0.165,0.402,0.467,-0.006,0.185,-0.124,0.415,0.096,0.269,0.186,0.191,0.114,0.580,-0.416,-0.100,-0.358,-0.037,-0.190
-0.081,-0.046,0.239,0.334,-0.157,0.089,-0.240,0.298,-0.005,0.004,0.034,0.043,-0.083,0.481,-0.681,-0.168,-0.588,-0.155,-0.394
-0.088,0.032,0.386,0.532,-0.226,0.171,-0.212,0.331,0.248,-0.016,0.240,0.150,0.097,0.615,-0.634,-0.181,-0.387,-0.061,-0.477
0.050,0.106,0.487,0.544,0.094,0.288,-0.177,0.542,0.249,0.186,0.402,0.249,0.193,0.614,-0.421,-0.062,-0.128,-0.147,-0.160
0.069,0.248,0.412,0.538,0.012,0.203,-0.274,0.460,0.179,0.155,0.375,0.173,0.085,0.612,-0.310,-0.058,-0.226,0.040,-0.304
-0.138,-0.063,0.107,0.198,-0.405,-0.015,-0.318,0.328,0.165,-0.117,0.059,-0.129,-0.183,0.294,-0.653,-0.203,-0.440,-0.260,-0.603
-0.387,-0.022,0.010,0.147,-0.390,-0.171,-0.822,0.162,-0.180,-0.153,0.038,-0.105,-0.393,0.349,-0.793,-0.523,-0.576,-0.365,-0.622
-0.210,-0.128,-0.011,0.233,-0.443,-0.167,-0.496,0.082,-0.259,-0.224,0.045,-0.194,-0.384,0.401,-0.862,-0.415,-0.448,-0.392,-0.620
-0.170,0.034,0.213,0.348,-0.351,-0.081,-0.397,0.222,0.071,-0.005,-0.024,0.073,-0.212,0.441,-0.838,-0.324,-0.482,-0.063,-0.644
-0.182,0.090,0.166,0.284,-0.288,0.044,-0.489,0.236,0.059,-0.265,-0.089,-0.046,-0.314,0.209,-0.716,-0.442,-0.490,-0.204,-0.451
-0.197,0.121,0.116,0.423,-0.345,0.105,-0.341,0.245,0.040,-0.047,0.127,-0.188,-0.386,0.481,-0.683,-0.430,-0.380,-0.091,-0.462
-0.163,-0.039,0.335,0.170,-0.357,0.054,-0.446,0.224,0.141,-0.070,-0.076,-0.166,-0.277,0.330,-0.694,-0.393,-0.724,-0.123,-0.472
-0.227,-0.090,0.205,0.095,-0.416,-0.131,-0.576,0.274,-0.048,0.035,-0.093,-0.016,-0.089,0.315,-0.890,-0.408,-0.587,-0.325,-0.491
-0.219,-0.133,0.111,0.250,-0.388,-0.055,-0.520,0.261,-0.078,-0.198,-0.112,-0.123,-0.183,0.174,-0.656,-0.176,-0.433,-0.281,-0.543
-0.318,-0.097,-0.000,0.285,-0.476,0.139,-0.558,-0.050,-0.312,-0.091,-0.129,-0.164,-0.378,0.177,-0.748,-0.441,-0.556,-0.369,-0.523
-0.409,-0.145,0.027,0.164,-0.398,-0.088,-0.499,0.126,-0.204,-0.255,-0.247,-0.174,-0.343,0.204,-0.945,-0.638,-0.540,-0.351,-0.639
-0.146,-0.165,-0.222,0.081,-0.614,-0.036,-0.691,0.024,-0.331,-0.335,-0.256,-0.367,-0.367,0.201,-0.924,-0.550,-0.657,-0.546,-0.714
-0.402,-0.121,-0.083,0.118,-0.639,-0.256,-0.832,0.012,-0.247,-0.154,-0.293,-0.398,-0.465,0.139,-0.931,-0.614,-0.703,-0.502,-0.595
-0.283,-0.123,-0.010,0.131,-0.519,-0.131,-0.528,0.074,-0.180,-0.244,-0.210,-0.110,-0.409,0.277,-1.221,-0.551,-0.467,-0.438,-0.640
-0.320,-0.178,-0.003,0.061,-0.844,-0.216,-0.583,-0.137,-0.203,-0.521,-0.323,-0.214,-0.479,0.058,-1.069,-0.784,-0.654,-0.695,-0.831
-0.381,-0.324,-0.149,0.073,-0.769,-0.420,-0.716,-0.073,-0.374,-0.431,-0.385,-0.345,-0.467,0.063,-0.703,-0.597,-0.779,-0.558,-0.887
-0.351,-0.156,-0.050,0.052,-0.548,-0.257,-0.543,0.024,-0.208,-0.332,-0.300,-0.258,-0.487,0.221,-0.767,-0.597,-0.561,-0.365,-0.724
-0.209,-0.117,0.120,0.229,-0.579,0.011,-0.676,0.255,0.047,-0.150,-0.144,-0.172,-0.284,0.196,-0.712,-0.449,-0.571,-0.296,-0.594
-0.309,-0.198,0.085,0.058,-0.579,-0.189,-0.505,0.212,-0.140,-0.399,-0.153,-0.160,-0.383,0.194,-0.709,-0.555,-0.477,-0.457,-0.589
-0.484,-0.316,-0.093,-0.073,-0.663,-0.283,-0.680,-0.111,-0.352,-0.435,-0.352,-0.245,-0.579,-0.057,-0.935,-0.748,-0.836,-0.812,-0.833
-0.490,-0.400,-0.165,-0.187,-0.690,-0.210,-0.604,-0.060,-0.355,-0.436,-0.413,-0.328,-0.288,-0.002,-1.249,-0.676,-0.706,-0.576,-0.927
-0.368,-0.369,-0.208,-0.113,-0.635,-0.254,-0.692,-0.103,-0.353,-0.437,-0.316,-0.238,-0.454,0.030,-1.181,-0.633,-0.849,-0.510,-0.964
-0.339,-0.275,-0.175,-0.027,-0.639,-0.251,-0.670,-0.201,-0.096,-0.460,-0.391,-0.337,-0.517,-0.054,-1.008,-0.684,-0.951,-0.579,-0.714
-0.315,-0.217,-0.006,0.018,-0.534,-0.202,-0.695,-0.160,-0.259,-0.336,-0.255,-0.252,-0.549,0.227,-0.799,-0.722,-0.563,-0.613,-0.747
-0.123,0.023,0.106,0.301,-0.486,0.024,-0.339,0.204,-0.208,-0.147,-0.143,-0.210,-0.323,0.367,-0.726,-0.445,-0.597,-0.397,-0.410
-0.270,-0.352,0.039,0.156,-0.526,-0.231,-0.496,-0.085,-0.249,-0.249,-0.227,-0.258,-0.560,0.193,-1.016,-0.524,-0.590,-0.458,-0.786
-0.125,0.080,0.166,0.307,-0.177,-0.088,-0.391,0.140,0.201,-0.240,0.094,0.117,-0.169,0.459,-0.799,-0.422,-0.672,-0.407,-0.543
0.386,0.235,0.487,0.509,0.078,0.417,0.012,0.599,0.474,0.287,0.307,0.385,0.081,0.684,-0.482,-0.017,-0.175,0.134,-0.139
0.182,0.359,0.317,0.572,0.144,0.273,-0.213,0.393,0.370,0.246,0.096,0.050,0.214,0.654,-0.465,-0.014,-0.067,-0.046,-0.053
0.166,0.378,0.559,0.673,0.153,0.585,0.003,0.722,0.495,0.474,0.335,0.195,0.261,0.801,-0.170,0.019,0.047,-0.049,0.078
0.140,0.058,0.310,0.677,-0.037,0.367,-0.326,0.505,0.342,0.280,0.268,0.273,0.240,0.682,-0.248,-0.057,-0.265,0.047,-0.109
-0.044,0.186,0.337,0.513,-0.288,0.233,-0.220,0.403,0.268,0.080,0.128,0.126,0.017,0.681,-0.515,-0.104,-0.224,-0.074,-0.082
0.114,0.353,0.312,0.557,-0.058,0.332,-0.007,0.507,0.206,0.151,0.083,0.252,0.025,0.696,-0.423,-0.138,-0.039,-0.015,-0.323
0.263,0.534,0.587,0.485,-0.035,0.553,0.025,0.532,0.498,0.326,0.338,0.254,0.001,0.643,-0.301,-0.231,-0.149,0.085,-0.102
0.388,0.438,0.739,0.710,-0.004,0.523,-0.022,0.765,0.465,0.550,0.355,0.384,0.390,0.863,-0.061,-0.034,0.000,0.114,0.315
0.543,0.535,0.744,0.836,0.139,0.430,-0.007,0.792,0.603,0.406,0.422,0.593,0.331,0.884,-0.003,0.181,0.034,0.228,0.120
0.290,0.505,0.689,0.720,0.070,0.464,-0.050,0.659,0.228,0.360,0.330,0.381,0.232,0.822,-0.186,0.020,0.021,0.172,-0.152
0.301,0.363,0.459,0.609,0.096,0.421,-0.145,0.549,0.242,0.220,0.090,0.461,0.078,0.701,-0.360,-0.122,-0.194,-0.043,-0.077
0.387,0.361,0.541,0.656,0.092,0.382,-0.106,0.525,0.348,0.095,0.175,0.453,0.087,0.807,-0.304,-0.014,-0.015,-0.048,-0.231
0.295,0.261,0.479,0.705,0.153,0.478,-0.013,0.613,0.432,0.093,0.405,0.360,0.181,0.657,-0.324,0.024,-0.224,0.113,-0.171
0.169,0.285,0.491,0.724,0.077,0.495,-0.136,0.583,0.450,0.457,0.193,0.190,0.132,0.623,-0.390,-0.175,-0.239,-0.066,-0.134
0.378,0.382,0.507,0.587,0.005,0.400,-0.224,0.508,0.449,0.314,0.311,0.380,0.180,0.628,-0.311,0.011,-0.143,-0.034,0.022
