0.010,0.771,0.719,1.020,0.395,0.145,0.817,-0.179,0.174,0.387,1.172,0.892,0.291,0.051,0.577,0.398,0.031,0.767,-0.165,1.295,-1.245,-0.540,1.356,1.046,0.149,-0.112,0.838,0.084,2.025,0.092,-0.378,1.856,0.060,0.808,0.121,1.075
0.140,0.718,0.646,0.992,0.234,0.229,0.631,-0.064,0.327,0.190,1.260,0.876,0.256,0.122,0.445,0.353,0.332,0.725,0.023,0.864,-1.167,-0.525,1.390,1.015,0.306,-0.139,0.712,-0.014,2.058,-0.029,-0.391,1.927,-0.014,-0.180,0.896,1.185
0.205,0.576,0.750,1.015,-0.101,0.275,0.675,-0.136,0.305,0.096,1.531,0.560,0.301,0.197,0.317,0.286,0.614,0.744,-0.039,0.907,-1.100,-0.427,1.488,0.820,0.569,-0.326,0.701,-0.036,2.164,-0.055,-0.526,2.066,-0.084,0.396,0.334,1.196
0.204,0.539,0.896,0.941,0.174,0.178,0.689,-0.303,0.304,0.139,1.554,0.591,0.110,0.682,0.375,0.283,0.686,0.647,0.179,0.656,-1.122,-0.480,1.452,0.920,0.319,-0.132,0.834,-0.087,2.226,-0.066,-0.423,1.924,0.045,0.498,0.017,1.473
0.109,0.589,0.773,1.038,0.014,0.341,0.738,-0.193,0.068,0.126,1.404,0.632,-0.031,0.665,0.458,0.264,0.646,0.676,-0.177,0.892,-1.138,-0.566,1.593,1.002,0.423,0.058,0.541,0.005,2.143,0.121,-0.289,1.724,0.177,0.001,0.624,1.387
0.095,0.595,0.764,1.265,-0.071,0.262,0.843,-0.351,0.206,-0.034,1.381,0.630,0.096,0.638,0.281,0.433,0.581,0.504,0.002,0.820,-0.778,-0.464,1.390,1.084,0.680,0.017,0.347,0.055,2.104,0.028,-0.283,1.776,0.111,-0.041,0.525,1.687
0.427,0.661,0.371,1.258,-0.066,0.295,0.835,-0.154,0.175,-0.285,1.324,0.792,-0.144,0.670,0.428,0.481,0.432,0.524,-0.045,0.812,-1.017,-0.523,1.321,1.114,1.009,-0.342,0.232,-0.018,2.158,-0.027,-0.252,1.614,0.211,0.013,0.367,1.692
0.214,0.677,0.407,1.366,-0.155,0.201,0.801,-0.191,0.247,-0.287,1.401,0.690,-0.012,0.414,0.661,0.599,0.339,0.526,0.078,0.636,-0.770,-0.405,1.289,1.094,1.103,-0.410,0.331,0.124,1.992,0.200,-0.371,1.652,0.270,0.332,0.049,1.698
0.509,0.665,0.379,1.256,0.066,0.266,0.536,-0.009,0.304,-0.305,1.616,0.432,0.015,0.202,0.686,0.665,0.223,0.458,0.249,0.691,-0.748,-0.354,1.297,1.042,1.390,-0.657,0.147,0.317,1.839,0.200,-0.275,1.264,0.600,0.353,-0.268,2.063
0.447,0.756,0.547,1.356,-0.043,0.136,0.194,0.116,0.533,-0.114,1.492,0.501,0.087,0.316,0.635,0.652,0.214,0.592,0.483,0.599,-0.869,-0.424,1.303,1.053,1.306,-0.609,0.161,0.292,1.734,0.327,-0.148,1.257,0.561,-0.108,0.008,2.379
0.336,0.903,0.365,1.476,-0.035,-0.045,0.266,-0.049,0.611,0.135,1.246,0.665,0.039,0.575,0.401,0.804,0.351,0.184,0.684,0.517,-1.133,-0.359,1.552,0.754,1.258,-0.590,0.111,0.364,1.549,0.501,0.015,1.140,0.531,-0.489,0.512,2.345
0.349,1.125,0.339,1.695,-0.190,-0.185,0.308,-0.503,0.780,0.131,1.235,0.657,-0.176,0.886,0.446,0.692,0.408,0.169,0.679,0.391,-0.803,-0.178,1.481,0.729,1.176,-0.842,-0.003,0.409,1.492,0.403,-0.095,1.357,0.338,-0.222,0.018,2.645
0.006,1.375,0.253,1.879,-0.273,-0.329,0.059,-0.552,0.777,0.102,1.323,0.530,-0.035,0.723,0.333,0.903,0.328,0.086,0.659,0.196,-0.619,-0.347,1.654,0.704,1.051,-0.618,0.045,0.454,1.464,0.451,-0.132,1.310,0.245,0.233,-0.442,2.639
0.010,1.303,0.331,1.817,-0.278,-0.233,-0.128,-0.697,1.002,-0.050,1.354,0.599,-0.089,0.636,0.324,0.750,0.339,0.252,0.672,0.017,-0.402,-0.196,1.489,0.811,0.678,-0.600,0.410,0.405,1.387,0.567,-0.139,1.269,0.407,0.311,-0.830,3.110
0.116,1.251,0.322,1.666,-0.282,0.020,-0.310,-0.232,1.003,-0.088,1.453,0.564,-0.058,0.552,0.272,0.848,0.321,0.306,0.556,0.271,-0.285,-0.010,1.368,0.795,0.408,-0.279,0.658,0.513,1.160,0.757,-0.120,1.312,0.425,-0.249,0.367,2.204
0.100,1.405,0.185,1.442,0.205,-0.225,-0.297,0.032,0.848,0.026,1.486,0.461,0.190,0.455,0.073,0.782,0.327,0.316,0.658,0.216,-0.302,0.090,1.169,0.853,0.049,0.120,0.678,0.568,1.108,0.665,-0.029,1.276,0.409,0.116,0.079,2.078
-0.047,1.805,-0.202,1.635,-0.009,-0.473,-0.001,-0.075,0.736,0.373,1.255,0.584,0.267,0.372,0.084,0.650,0.470,0.411,0.582,0.138,-0.275,0.124,1.229,0.774,-0.221,0.208,0.652,0.589,1.054,0.782,-0.077,1.204,0.441,0.440,-0.223,2.039
0.112,1.768,-0.143,1.533,0.181,-0.292,0.282,-0.160,0.651,0.386,1.411,0.612,0.417,0.108,0.162,0.632,0.679,0.129,0.572,0.530,-0.889,0.139,1.272,0.584,-0.077,0.217,0.595,0.660,0.793,0.868,-0.334,1.587,-0.030,-0.263,0.264,1.956
0.025,1.794,-0.234,1.487,0.164,-0.382,0.263,-0.134,0.675,0.486,1.444,0.686,0.373,-0.020,0.369,0.701,0.503,0.317,0.487,0.339,-0.801,0.276,1.045,0.846,-0.027,0.310,0.330,0.586,0.906,0.786,-0.529,1.783,-0.025,-0.065,0.221,1.851
0.137,1.610,-0.195,1.443,0.232,-0.690,0.550,-0.420,0.634,0.511,1.514,0.743,0.418,-0.188,0.632,0.538,0.539,0.089,0.248,0.659,-1.024,0.289,1.171,0.845,0.393,0.135,0.136,0.450,1.136,0.717,-0.369,1.786,0.055,-0.183,0.268,2.225
0.161,1.746,-0.308,1.727,0.008,-0.635,0.666,-0.073,0.324,0.477,1.341,0.899,0.169,-0.186,0.913,0.518,0.573,0.421,0.337,0.449,-0.795,0.322,1.290,0.628,0.227,-0.161,0.626,0.373,1.085,0.882,-0.275,1.459,0.237,-0.707,0.917,1.967
0.015,1.539,-0.101,1.550,0.282,-0.625,0.600,-0.044,0.362,0.389,1.262,1.019,0.117,-0.218,0.916,0.391,0.720,0.370,0.642,0.299,-0.552,0.348,1.408,0.562,0.289,-0.060,0.174,0.393,1.241,0.753,-0.104,1.198,0.570,-1.005,1.170,2.013
0.283,1.230,0.029,1.381,0.564,-0.488,0.813,-0.060,0.170,0.238,1.193,1.151,-0.056,-0.156,1.055,0.414,0.631,0.348,0.633,0.230,-0.430,0.377,1.294,0.584,0.039,-0.254,0.528,0.479,1.271,0.686,0.035,1.078,0.577,-1.155,1.355,1.981
0.517,0.912,0.215,1.234,0.650,-0.448,0.564,0.076,0.106,0.272,1.145,1.126,0.064,-0.290,1.056,0.390,0.662,0.346,0.748,0.114,-0.460,0.379,1.085,0.713,-0.322,0.158,0.518,0.334,1.306,0.787,0.044,1.116,0.647,-1.108,1.318,2.043
0.387,1.152,-0.054,1.282,0.611,-0.308,0.843,-0.209,0.139,0.240,1.165,1.163,0.224,-0.262,0.999,0.476,0.775,0.304,0.878,-0.096,-0.390,0.280,1.088,0.635,-0.487,0.458,0.530,0.116,1.569,0.633,0.081,0.857,0.913,-0.820,1.309,1.823
0.607,1.031,-0.039,1.116,0.690,-0.377,0.510,0.060,0.032,0.271,1.004,1.084,0.237,-0.159,1.176,0.498,0.703,0.340,0.519,0.181,-0.334,0.169,1.096,0.763,-0.421,0.390,0.623,0.385,1.371,0.776,-0.021,1.071,0.715,-0.466,0.754,2.083
0.873,0.765,-0.083,0.719,0.831,-0.375,0.333,0.280,-0.107,0.223,0.873,1.162,0.689,-0.363,1.005,0.596,0.727,0.345,0.472,0.165,-0.294,0.241,1.083,0.754,-0.155,0.111,0.876,0.286,1.261,0.925,-0.134,1.184,0.774,-0.067,0.204,2.500
