0.500,0.500
0.779,0.734
0.712,0.678
0.616,0.596
1.105,1.110
1.582,1.553
2.140,2.092
1.666,1.597
1.214,1.217
1.176,1.134
0.949,0.857
0.985,0.934
1.158,1.088
0.727,0.655
0.943,0.935
1.387,1.324
1.436,1.319
1.197,1.115
0.909,0.889
0.731,0.745
0.488,0.503
-0.006,-0.068
-0.491,-0.568
-0.614,-0.610
-0.367,-0.448
-0.353,-0.396
0.077,0.028
0.177,0.100
0.012,0.006
-0.362,-0.371
-0.447,-0.531
-0.515,-0.551
-0.353,-0.357
-0.266,-0.292
-0.392,-0.446
-0.420,-0.411
-0.312,-0.289
-0.181,-0.165
0.121,0.116
0.297,0.272
-0.124,-0.076
-0.554,-0.598
-0.155,-0.169
-0.096,-0.141
-0.099,-0.142
0.024,0.031
-0.251,-0.321
-0.590,-0.616
-1.020,-1.018
-0.584,-0.598
-0.591,-0.592
0.095,0.071
0.745,0.709
0.634,0.526
0.758,0.695
-0.022,-0.062
0.111,0.078
0.940,0.892
0.948,0.858
0.440,0.426
0.218,0.196
0.804,0.755
1.199,1.112
1.123,1.065
1.848,1.830
1.642,1.616
1.149,1.041
1.089,1.037
1.058,1.039
1.054,1.073
1.243,1.197
0.054,-0.008
0.020,-0.055
-0.239,-0.307
0.214,0.182
0.061,-0.052
0.071,0.050
0.275,0.255
0.527,0.483
0.677,0.608
0.371,0.357
0.357,0.288
0.013,-0.052
0.263,0.210
0.208,0.191
0.120,0.114
0.251,0.195
0.787,0.792
1.157,1.198
1.203,1.226
0.578,0.496
0.429,0.348
0.425,0.374
0.890,0.898
0.687,0.728
0.053,0.085
0.713,0.670
-0.327,-0.405
-0.292,-0.368
-0.825,-0.884
-0.839,-0.869
-1.013,-1.069
-1.120,-1.115
-0.545,-0.576
-0.094,-0.142
-0.870,-0.924
-0.348,-0.400
-0.622,-0.642
-0.605,-0.684
-0.455,-0.474
-0.553,-0.522
-0.229,-0.253
-0.587,-0.615
-0.532,-0.538
-0.820,-0.876
-0.252,-0.289
-0.131,-0.195
-0.727,-0.876
-0.898,-0.942
-1.350,-1.423
-2.019,-2.102
-1.623,-1.648
-1.021,-1.058
-1.332,-1.327
-1.495,-1.545
-0.984,-0.972
-0.203,-0.161
-0.332,-0.373
-0.745,-0.768
-0.702,-0.702
-0.627,-0.657
-0.802,-0.836
0.009,-0.060
-0.166,-0.280
-0.335,-0.365
0.021,-0.055
0.512,0.396
0.846,0.841
0.950,0.869
1.233,1.240
0.208,0.182
0.378,0.365
0.587,0.519
0.353,0.296
0.512,0.501
0.750,0.665
0.901,0.919
0.347,0.301
0.660,0.607
0.519,0.438
0.175,0.186
-0.107,-0.098
0.033,0.008
-0.164,-0.211
0.008,-0.017
0.523,0.450
0.357,0.283
-0.044,-0.065
-0.053,0.001
-0.139,-0.131
0.144,0.111
0.205,0.172
0.499,0.435
0.962,0.881
1.462,1.387
1.125,1.088
1.053,0.969
1.293,1.186
1.808,1.855
1.968,1.975
2.152,2.149
1.893,1.973
2.110,2.126
2.086,2.028
1.583,1.617
2.284,2.260
2.117,2.055
2.139,2.070
2.352,2.270
2.266,2.216
2.046,1.968
1.960,1.944
1.462,1.419
1.500,1.460
1.338,1.358
1.275,1.232
1.537,1.496
1.195,1.143
1.369,1.317
1.559,1.587
2.099,2.082
1.793,1.794
1.665,1.619
1.704,1.664
1.748,1.736
1.755,1.703
1.905,1.914
2.482,2.470
1.736,1.680
1.102,1.098
0.488,0.467
0.872,0.821
0.754,0.721
0.948,0.933
1.102,1.110
1.632,1.594
1.836,1.806
1.889,1.847
1.129,1.146
1.336,1.303
1.064,1.090
0.921,0.937
0.583,0.570
1.090,1.082
0.649,0.708
0.336,0.328
0.414,0.408
0.664,0.629
0.976,0.963
0.701,0.600
0.651,0.593
0.510,0.485
0.857,0.850
0.472,0.490
0.559,0.595
0.588,0.609
0.319,0.290
0.594,0.570
1.129,1.139
1.371,1.330
1.174,1.109
1.073,1.056
0.104,0.112
0.384,0.385
-0.333,-0.289
-0.272,-0.313
-0.103,-0.141
0.135,0.131
-0.591,-0.647
-0.819,-0.812
-0.739,-0.746
-0.554,-0.578
-0.342,-0.302
-0.334,-0.355
-0.062,-0.074
0.125,0.084
0.086,0.050
-0.667,-0.705
-1.410,-1.427
-1.519,-1.584
-1.052,-1.095
-0.612,-0.620
-0.795,-0.811
-0.748,-0.788
-1.391,-1.414
-1.171,-1.190
-0.757,-0.719
-0.539,-0.528
-0.983,-1.011
-1.392,-1.447
-1.064,-1.103
-1.539,-1.584
-1.771,-1.856
-1.924,-1.961
-1.701,-1.755
-1.433,-1.479
-1.051,-1.130
-1.060,-1.065
-1.066,-1.131
-0.266,-0.270
-0.296,-0.312
-0.207,-0.259
-0.241,-0.262
-0.193,-0.158
-0.264,-0.333
0.064,0.010
0.238,0.260
0.546,0.637
1.061,1.093
1.234,1.229
1.823,1.819
1.948,2.003
1.883,1.953
1.503,1.489
1.287,1.338
1.226,1.202
0.999,0.951
0.649,0.589
0.744,0.717
0.497,0.423
0.827,0.821
0.543,0.535
0.333,0.329
0.457,0.438
0.298,0.290
0.772,0.726
1.599,1.542
2.348,2.274
1.912,1.900
2.192,2.078
1.364,1.344
0.858,0.796
1.273,1.248
0.980,0.919
-0.223,-0.266
-0.654,-0.666
-0.323,-0.345
-0.509,-0.527
-0.590,-0.668
0.331,0.264
0.026,0.002
0.272,0.265
0.392,0.313
0.492,0.462
0.786,0.715
0.864,0.807
0.653,0.688
0.192,0.155
0.399,0.360
-0.309,-0.286
-0.181,-0.218
0.277,0.223
-0.101,-0.122
-0.314,-0.336
-0.928,-0.959
-0.154,-0.193
-0.121,-0.151
-0.119,-0.168
-0.005,-0.038
0.234,0.136
0.549,0.431
0.096,0.069
-0.194,-0.221
-0.434,-0.481
0.093,-0.008
0.709,0.654
0.474,0.469
0.423,0.383
0.245,0.208
-0.182,-0.230
-0.003,-0.034
0.216,0.191
0.585,0.538
0.933,0.903
0.400,0.340
0.340,0.200
0.690,0.641
0.006,0.010
0.071,0.047
0.374,0.285
0.961,0.782
1.077,0.995
0.797,0.797
1.392,1.323
1.739,1.620
1.171,1.143
1.320,1.287
1.438,1.437
1.603,1.577
1.959,1.972
0.982,0.979
1.485,1.468
1.238,1.161
1.068,0.985
1.342,1.278
0.714,0.609
1.099,1.093
1.250,1.217
0.947,0.945
0.602,0.590
0.566,0.433
0.809,0.796
0.508,0.461
0.373,0.338
0.519,0.506
0.403,0.371
0.437,0.420
0.345,0.288
-0.122,-0.131
-0.317,-0.348
-0.062,-0.120
-0.292,-0.348
-0.060,-0.081
0.082,0.106
0.139,0.129
0.217,0.237
0.116,0.131
-0.157,-0.188
0.147,0.127
0.422,0.422
-0.199,-0.180
-0.618,-0.655
-0.279,-0.320
-0.008,-0.062
-0.337,-0.343
0.074,0.043
-0.039,-0.055
-0.426,-0.435
-0.319,-0.361
0.177,0.166
-0.309,-0.287
-0.616,-0.680
-0.859,-0.893
-0.842,-0.869
-0.464,-0.507
-0.182,-0.184
-0.398,-0.422
-0.278,-0.305
-0.036,-0.053
-0.188,-0.164
-0.276,-0.228
-0.136,-0.168
-0.350,-0.355
-0.124,-0.228
0.353,0.328
0.315,0.237
-0.050,-0.007
0.146,0.064
-0.099,-0.140
-0.336,-0.357
-0.009,-0.034
-0.681,-0.684
-0.208,-0.268
-0.477,-0.495
-0.322,-0.297
0.128,0.150
0.009,-0.004
-0.181,-0.175
-0.331,-0.359
-0.121,-0.186
-0.249,-0.278
-0.601,-0.654
-0.294,-0.383
-0.204,-0.220
-0.239,-0.218
-0.716,-0.708
-0.854,-0.869
-0.266,-0.265
0.142,0.147
0.173,0.175
0.287,0.227
0.172,0.102
-0.510,-0.583
-0.548,-0.580
-0.158,-0.278
-0.128,-0.144
-0.048,-0.078
-0.299,-0.289
-0.533,-0.598
-0.433,-0.491
-0.055,-0.045
-0.259,-0.312
-0.394,-0.353
0.072,0.025
-0.323,-0.367
-0.825,-0.885
-0.427,-0.489
0.051,0.002
0.022,0.007
-0.920,-0.950
-0.685,-0.681
-0.762,-0.764
-0.468,-0.481
-0.023,-0.071
-0.046,-0.082
-0.060,-0.112
-0.277,-0.336
-0.422,-0.494
-0.443,-0.513
-0.544,-0.632
-0.532,-0.597
-0.589,-0.620
-0.485,-0.538
-0.448,-0.495
-0.538,-0.585
-0.489,-0.524
-0.385,-0.329
-0.038,0.025
-0.863,-0.888
-0.970,-0.975
-1.154,-1.157
-0.800,-0.814
-1.086,-1.109
-0.721,-0.722
-1.075,-1.163
-0.342,-0.403
-0.332,-0.305
0.161,0.118
-0.527,-0.599
-0.638,-0.649
-0.343,-0.367
-0.436,-0.435
-0.648,-0.697
-1.081,-1.079
-1.367,-1.344
-0.694,-0.692
-0.317,-0.353
-0.430,-0.408
-0.065,-0.039
0.097,0.090
0.218,0.231
-0.053,-0.078
-0.054,-0.071
-0.372,-0.402
-0.263,-0.349
-0.446,-0.509
-0.990,-1.030
-0.603,-0.677
-1.027,-1.027
-0.786,-0.809
-1.118,-1.205
-0.672,-0.805
-0.566,-0.655
-0.885,-0.926
-0.598,-0.546
-0.519,-0.591
-0.078,-0.136
0.019,0.050
0.274,0.237
-0.019,-0.068
0.401,0.326
0.607,0.590
0.687,0.596
0.126,0.113
-0.254,-0.219
0.381,0.419
0.190,0.156
-0.038,-0.098
0.145,0.091
0.226,0.168
0.558,0.517
0.553,0.513
0.834,0.806
0.738,0.740
1.019,1.044
1.517,1.526
1.213,1.167
0.908,0.828
1.041,1.013
0.691,0.703
0.927,0.927
1.070,1.021
0.798,0.731
1.175,1.193
0.751,0.751
1.701,1.606
1.158,1.067
1.015,1.053
1.134,1.095
0.617,0.567
0.875,0.839
0.879,0.828
0.458,0.451
-0.073,-0.141
-0.812,-0.882
-0.531,-0.598
-0.039,-0.103
0.160,0.074
-0.309,-0.367
-0.957,-0.953
-0.404,-0.437
-0.253,-0.236
-0.624,-0.626
0.047,-0.004
0.381,0.321
0.485,0.434
0.889,0.860
1.048,1.027
1.126,1.104
0.804,0.739
1.097,1.008
0.647,0.562
0.857,0.857
1.049,1.072
1.234,1.237
1.390,1.365
1.017,0.958
1.032,1.051
0.802,0.812
0.663,0.670
0.379,0.400
0.888,0.858
0.944,0.922
0.107,0.033
0.314,0.258
0.055,0.040
-0.321,-0.279
0.026,0.074
-0.135,-0.072
-0.032,-0.079
-0.566,-0.546
-0.035,-0.038
-0.104,-0.129
-0.117,-0.109
-0.516,-0.536
-0.717,-0.747
-0.715,-0.756
-0.192,-0.215
-0.038,-0.057
-0.620,-0.593
-0.766,-0.787
-0.711,-0.677
-0.114,-0.153
-0.365,-0.427
0.070,0.082
0.263,0.296
0.409,0.328
0.282,0.220
1.132,1.128
0.881,0.875
0.579,0.546
0.057,0.075
-0.280,-0.303
-0.401,-0.437
-0.118,-0.080
-0.633,-0.642
-0.299,-0.275
-0.076,-0.096
-0.238,-0.289
0.000,0.004
-0.073,-0.136
0.223,0.221
0.180,0.140
-0.427,-0.483
-0.310,-0.387
-0.252,-0.343
-0.260,-0.284
0.368,0.325
0.133,0.157
0.266,0.225
-0.108,-0.105
-0.252,-0.217
-0.056,-0.126
-0.621,-0.662
-1.315,-1.361
-1.587,-1.643
-1.057,-1.121
-1.183,-1.146
-0.281,-0.313
-0.357,-0.350
-0.142,-0.185
-0.043,-0.068
0.137,0.126
0.908,0.902
1.345,1.281
0.783,0.692
0.941,0.930
0.639,0.579
0.609,0.529
1.046,0.986
0.903,0.886
1.203,1.197
1.155,1.134
0.908,0.887
0.046,0.023
0.488,0.480
0.222,0.184
0.623,0.573
0.912,0.809
1.002,0.953
0.998,0.968
0.943,0.950
0.888,0.810
0.872,0.826
1.192,1.146
0.806,0.800
0.518,0.517
0.655,0.609
0.228,0.087
-0.157,-0.231
0.103,0.074
0.310,0.300
0.565,0.521
0.479,0.471
0.275,0.249
0.167,0.139
-0.387,-0.411
-0.123,-0.116
-0.311,-0.334
0.008,-0.016
-0.211,-0.264
-0.303,-0.330
-0.953,-0.942
-1.419,-1.424
-0.659,-0.689
-0.447,-0.515
0.005,-0.068
-0.064,-0.154
0.252,0.214
-0.341,-0.431
-0.110,-0.154
-0.583,-0.606
-1.090,-1.101
-1.204,-1.213
-0.636,-0.682
-1.038,-1.039
-1.730,-1.738
-1.859,-1.892
-1.662,-1.672
-1.685,-1.712
-1.608,-1.630
-1.391,-1.450
-0.819,-0.806
-1.298,-1.310
-1.017,-1.052
-0.637,-0.640
-1.236,-1.315
-1.027,-1.019
-0.996,-1.037
-0.733,-0.753
-0.682,-0.705
-0.289,-0.277
-0.301,-0.331
-0.546,-0.614
-0.736,-0.794
-0.371,-0.420
-0.979,-0.976
-0.827,-0.832
-0.710,-0.767
-0.351,-0.373
-0.959,-0.968
-0.361,-0.432
0.158,0.090
0.071,0.036
0.094,0.081
0.076,-0.021
-0.039,-0.090
0.539,0.542
0.780,0.763
0.944,0.849
0.810,0.828
0.227,0.249
0.162,0.061
0.045,0.019
0.334,0.313
-0.171,-0.198
-1.126,-1.189
-1.257,-1.277
-0.770,-0.816
-0.892,-0.912
-0.231,-0.269
-0.599,-0.658
0.250,0.177
-0.175,-0.219
-0.160,-0.221
0.081,0.019
-0.103,-0.066
0.880,0.879
0.790,0.711
1.058,0.987
0.950,0.870
0.940,0.900
1.239,1.223
0.584,0.549
0.545,0.478
-0.418,-0.472
0.149,0.162
-0.518,-0.485
-0.719,-0.730
-0.871,-0.842
-1.074,-1.168
-1.072,-1.131
-1.378,-1.406
-1.873,-1.909
-1.515,-1.545
-1.562,-1.646
-1.962,-2.022
-2.274,-2.302
-2.337,-2.304
-2.488,-2.538
-2.436,-2.482
-2.291,-2.333
-1.803,-1.865
-1.380,-1.389
-1.402,-1.411
-1.480,-1.449
-0.670,-0.725
-0.956,-0.936
-1.025,-1.095
-0.666,-0.683
-0.559,-0.593
-0.237,-0.248
-0.937,-0.967
-1.524,-1.516
-1.759,-1.765
-1.891,-1.898
-1.927,-1.916
-1.125,-1.133
-1.026,-1.040
-1.131,-1.162
-1.368,-1.474
-0.816,-0.850
-0.457,-0.452
-1.220,-1.257
-0.428,-0.485
-0.518,-0.598
-0.932,-0.946
-1.138,-1.185
-0.317,-0.411
-0.114,-0.167
-0.548,-0.621
-0.275,-0.391
-0.246,-0.362
-0.926,-1.032
-1.513,-1.578
-1.014,-1.040
-0.854,-0.823
-0.803,-0.850
-0.803,-0.840
0.019,-0.031
-0.038,-0.054
0.032,-0.011
-0.662,-0.672
-0.377,-0.408
-0.677,-0.676
-0.377,-0.429
-0.242,-0.284
-0.564,-0.640
-0.874,-0.950
-0.816,-0.823
-0.895,-0.935
-0.800,-0.797
-0.352,-0.345
0.001,-0.013
0.130,0.054
0.361,0.327
0.257,0.263
0.166,0.128
0.105,0.068
0.432,0.397
-0.020,-0.041
0.233,0.179
-0.131,-0.160
0.060,-0.026
0.453,0.377
0.278,0.235
0.272,0.215
-0.088,-0.152
0.452,0.420
0.111,0.054
-0.395,-0.469
-0.328,-0.362
-0.027,-0.062
0.591,0.579
0.216,0.188
0.086,0.066
0.358,0.329
0.091,0.029
-0.224,-0.247
-0.298,-0.296
-0.269,-0.252
-0.159,-0.213
0.782,0.753
0.153,0.122
0.632,0.575
0.474,0.466
-0.056,-0.058
-0.193,-0.190
-0.009,0.045
0.519,0.556
0.802,0.777
0.881,0.849
1.090,1.116
0.648,0.632
0.325,0.276
-0.648,-0.730
-0.310,-0.360
-0.254,-0.287
0.287,0.224
0.149,0.106
0.382,0.319
0.368,0.389
-0.017,-0.103
0.164,0.143
0.596,0.551
0.491,0.462
0.725,0.712
0.728,0.692
0.821,0.805
0.454,0.426
0.523,0.464
0.332,0.270
-0.112,-0.114
-0.523,-0.623
-0.563,-0.610
-0.559,-0.603
0.029,-0.042
0.179,0.095
-0.106,-0.128
-0.130,-0.133
-0.703,-0.717
-0.889,-0.981
-0.518,-0.593
0.179,0.063
-0.310,-0.358
-0.105,-0.180
-0.335,-0.374
-0.366,-0.319
-0.595,-0.637
-0.120,-0.131
-0.381,-0.438
-0.209,-0.214
0.111,0.132
0.309,0.345
-0.197,-0.211
-0.210,-0.270
-0.028,0.000
-0.163,-0.170
-0.365,-0.403
-1.007,-1.039
-0.693,-0.642
-0.533,-0.524
-0.769,-0.804
-1.018,-1.094
-0.374,-0.400
0.023,-0.078
0.255,0.150
0.656,0.621
1.100,1.064
0.848,0.783
0.833,0.777
0.577,0.505
0.386,0.330
0.213,0.091
0.651,0.528
0.299,0.272
0.497,0.508
0.825,0.784
0.877,0.818
1.573,1.466
0.812,0.803
0.545,0.567
0.819,0.879
0.539,0.552
0.496,0.466
0.430,0.387
-0.495,-0.519
-0.534,-0.589
-0.158,-0.227
-0.494,-0.560
0.193,0.182
0.404,0.321
0.473,0.405
0.208,0.191
0.005,-0.032
-0.017,-0.053
-0.346,-0.385
-0.154,-0.228
-0.185,-0.197
-0.265,-0.296
-0.301,-0.349
-0.220,-0.230
-0.070,-0.138
-0.028,-0.042
-0.058,-0.133
0.414,0.392
0.622,0.612
0.444,0.424
0.061,0.052
0.422,0.385
1.234,1.176
0.841,0.793
0.917,0.844
0.476,0.447
0.252,0.272
0.008,-0.072
-0.167,-0.199
-0.098,-0.131
-0.088,-0.069
-0.840,-0.883
-0.849,-0.926
-1.340,-1.379
-1.194,-1.235
-0.975,-1.029
-0.744,-0.746
-1.127,-1.159
-1.030,-1.017
-1.325,-1.304
-1.362,-1.361
-0.846,-0.848
-1.013,-1.054
-0.625,-0.695
-0.291,-0.415
-0.528,-0.652
-0.355,-0.434
-0.028,-0.027
-0.152,-0.157
-0.352,-0.327
-0.328,-0.364
-0.563,-0.575
-0.755,-0.778
-0.538,-0.601
-0.836,-0.856
-0.723,-0.775
-0.946,-1.014
-1.007,-1.049
-0.703,-0.731
0.142,0.051
-0.330,-0.382
-0.152,-0.159
-0.125,-0.183
-0.181,-0.227
-0.214,-0.288
-0.745,-0.816
-0.775,-0.825
-1.295,-1.296
-1.233,-1.278
-1.295,-1.370
-1.450,-1.461
-0.496,-0.488
-0.468,-0.467
-0.261,-0.298
-0.543,-0.581
-0.295,-0.309
-0.507,-0.563
-0.546,-0.597
-1.018,-1.076
-1.327,-1.405
-1.403,-1.353
-1.461,-1.516
-1.677,-1.657
-2.021,-2.039
-2.196,-2.205
-1.801,-1.850
-1.877,-1.930
-1.987,-2.013
-1.740,-1.758
-1.517,-1.480
-1.156,-1.186
-1.079,-1.218
-1.457,-1.490
-1.092,-1.173
-1.062,-1.135
-0.303,-0.338
-0.290,-0.284
-0.968,-1.092
-0.897,-0.989
-0.768,-0.835
-0.668,-0.719
-0.583,-0.664
-0.022,-0.097
-0.128,-0.191
0.226,0.180
0.529,0.565
1.019,0.989
0.638,0.652
1.147,1.115
0.842,0.741
0.681,0.622
1.253,1.150
0.812,0.824
0.517,0.448
0.125,0.072
0.436,0.411
0.689,0.686
0.148,0.080
0.031,0.018
-0.104,-0.132
0.064,-0.008
0.418,0.378
0.323,0.295
0.721,0.633
0.590,0.560
1.036,1.058
0.993,0.999
0.192,0.141
0.305,0.293
0.370,0.347
0.418,0.324
1.120,1.083
0.370,0.323
0.446,0.465
1.205,1.160
1.126,1.088
0.412,0.370
0.415,0.428
0.028,-0.037
-0.586,-0.622
-0.864,-0.836
-1.266,-1.279
-0.150,-0.157
-0.163,-0.200
-0.014,-0.092
0.056,-0.003
-0.084,-0.146
-0.302,-0.407
0.151,0.150
-0.157,-0.160
0.523,0.502
0.650,0.611
0.389,0.368
0.336,0.280
0.812,0.799
0.768,0.716
0.964,0.920
0.408,0.336
0.385,0.351
0.223,0.245
0.391,0.293
0.211,0.129
0.162,0.128
-0.297,-0.364
-0.717,-0.748
-1.028,-1.067
-1.105,-1.193
-0.375,-0.406
-0.363,-0.386
-0.121,-0.143
-0.752,-0.838
-0.677,-0.702
-1.363,-1.436
-0.525,-0.588
-0.073,-0.151
0.088,0.100
0.254,0.194
-0.046,-0.128
0.405,0.329
0.685,0.653
0.927,0.867
0.617,0.622
0.309,0.323
0.078,0.020
0.744,0.770
0.075,0.035
0.215,0.232
0.542,0.500
-0.119,-0.087
-0.708,-0.755
-1.051,-1.115
-0.048,-0.095
-0.117,-0.172
-0.354,-0.430
0.422,0.377
0.482,0.423
0.135,0.132
0.166,0.133
-0.506,-0.581
-0.577,-0.677
-0.579,-0.718
-0.558,-0.575
-0.024,0.011
0.193,0.182
-0.512,-0.472
-0.395,-0.383
-0.369,-0.383
-0.444,-0.455
-0.312,-0.275
-0.887,-0.939
-0.859,-0.948
-0.464,-0.550
-0.683,-0.720
-0.097,-0.155
-0.237,-0.258
-0.905,-0.907
-0.852,-0.861
-0.195,-0.245
-0.707,-0.816
-0.503,-0.657
-0.358,-0.392
-0.179,-0.252
0.132,0.126
0.028,-0.011
-0.087,-0.080
0.150,0.148
0.619,0.609
0.109,0.099
-0.142,-0.203
-0.687,-0.731
-0.461,-0.511
-0.855,-0.878
-0.418,-0.388
-0.731,-0.811
-0.637,-0.661
-0.853,-0.924
-1.119,-1.116
-0.890,-0.891
-0.798,-0.813
-0.632,-0.655
-0.930,-0.949
-0.937,-0.965
-1.152,-1.194
-0.822,-0.911
-0.891,-0.865
-0.692,-0.684
0.280,0.269
0.242,0.274
0.108,0.153
-0.835,-0.809
-1.082,-1.084
-0.826,-0.829
-0.684,-0.712
-0.248,-0.254
-0.140,-0.195
-0.319,-0.376
-0.373,-0.415
-0.159,-0.262
-0.569,-0.617
-0.359,-0.363
-0.305,-0.285
-0.346,-0.385
-0.433,-0.400
-0.327,-0.375
-0.347,-0.376
0.371,0.364
0.391,0.391
0.460,0.461
0.084,0.065
0.017,-0.006
0.037,0.073
0.126,0.116
0.097,0.046
0.189,0.159
-0.407,-0.466
0.136,0.134
0.085,0.031
-0.457,-0.474
-0.145,-0.230
0.280,0.230
0.025,-0.043
0.638,0.577
0.552,0.575
0.639,0.677
-0.037,-0.020
0.274,0.263
-0.924,-1.004
0.184,0.145
-0.493,-0.528
0.269,0.236
0.382,0.355
0.323,0.291
0.647,0.558
-0.098,-0.191
0.454,0.369
0.619,0.523
0.246,0.214
0.212,0.197
0.324,0.331
0.750,0.760
0.632,0.677
0.427,0.403
-0.033,-0.030
-0.435,-0.448
-0.577,-0.571
-0.775,-0.800
-0.129,-0.197
0.342,0.217
-0.888,-0.931
-0.771,-0.783
-0.792,-0.789
-0.991,-1.078
-0.988,-1.040
-0.528,-0.570
-0.152,-0.163
-0.433,-0.435
0.068,0.071
0.081,0.025
0.149,0.123
0.445,0.427
0.920,0.900
0.701,0.690
0.730,0.730
0.700,0.686
1.192,1.210
0.868,0.863
1.193,1.168
1.000,0.925
0.557,0.509
0.028,0.019
-0.093,-0.176
0.265,0.218
0.423,0.371
0.357,0.351
-0.286,-0.319
-0.031,-0.118
0.501,0.475
0.095,0.050
-0.492,-0.510
-0.523,-0.584
-0.993,-1.047
-1.352,-1.507
-0.620,-0.710
-0.826,-0.867
0.049,-0.031
0.323,0.278
0.565,0.492
0.039,-0.001
0.147,0.203
0.114,0.072
0.079,0.073
0.402,0.358
0.034,0.049
0.013,-0.008
-0.806,-0.831
-0.245,-0.264
-0.290,-0.293
-0.207,-0.266
0.300,0.205
0.542,0.506
0.337,0.320
0.026,0.012
-0.628,-0.666
-0.716,-0.745
-0.629,-0.636
0.143,0.135
0.377,0.352
-0.211,-0.270
-0.185,-0.260
-0.021,0.001
-0.046,-0.043
0.200,0.226
0.980,1.036
1.102,1.096
0.755,0.693
0.743,0.698
1.009,0.923
0.879,0.817
0.267,0.215
0.852,0.809
0.808,0.764
0.305,0.222
0.667,0.612
0.612,0.556
1.131,1.082
1.622,1.602
1.222,1.187
1.642,1.653
1.744,1.696
1.848,1.806
1.781,1.722
1.431,1.369
0.512,0.464
