0.250,0.250,0.250,0.250
0.077,0.079,0.420,0.342
-0.284,-0.320,0.088,0.075
-0.036,-0.076,0.327,0.314
-0.169,-0.127,0.256,0.171
0.045,-0.037,0.463,0.363
-0.109,-0.067,0.293,0.290
0.175,0.069,0.574,0.503
0.081,0.001,0.390,0.440
0.065,-0.073,0.404,0.351
0.272,0.213,0.627,0.605
0.364,0.254,0.645,0.670
0.298,0.269,0.667,0.633
0.103,0.102,0.547,0.468
-0.018,0.030,0.465,0.401
-0.247,-0.290,0.140,0.084
-0.501,-0.591,-0.079,-0.114
-0.457,-0.606,-0.147,-0.178
-0.585,-0.621,-0.265,-0.349
-0.486,-0.421,-0.138,-0.157
-0.083,-0.053,0.180,0.173
-0.273,-0.257,0.095,0.107
-0.428,-0.561,-0.093,-0.045
-0.543,-0.668,-0.117,-0.170
-0.877,-0.886,-0.484,-0.445
-0.840,-0.926,-0.436,-0.490
-0.514,-0.623,-0.229,-0.245
-0.405,-0.483,-0.013,-0.052
-0.149,-0.069,0.279,0.207
-0.218,-0.150,0.240,0.235
-0.007,-0.045,0.424,0.342
-0.149,-0.282,0.116,0.106
-0.174,-0.297,0.127,0.066
-0.041,-0.198,0.226,0.176
0.053,-0.009,0.457,0.409
0.324,0.302,0.745,0.703
0.587,0.603,1.013,0.895
0.571,0.622,0.995,0.928
0.173,0.057,0.471,0.507
-0.123,-0.108,0.202,0.220
-0.226,-0.256,0.178,0.063
0.148,-0.025,0.460,0.442
-0.122,-0.140,0.264,0.284
-0.230,-0.233,0.209,0.200
-0.300,-0.397,0.044,-0.002
-0.466,-0.469,-0.077,-0.080
0.116,0.141,0.543,0.464
0.150,0.184,0.585,0.630
-0.067,-0.071,0.389,0.391
-0.309,-0.457,0.060,0.054
-0.339,-0.430,-0.007,0.043
-0.399,-0.434,0.020,0.004
-0.307,-0.426,0.009,0.027
-0.775,-0.779,-0.398,-0.437
-0.428,-0.491,-0.109,-0.193
-0.260,-0.315,0.142,0.103
-0.317,-0.386,0.016,-0.034
-0.545,-0.641,-0.216,-0.318
