1.057,1.087,1.057,1.057,1.057,1.057,1.087,1.057,1.057,1.087,1.057,1.057,1.057,1.057,1.087,1.057,1.057,1.087,1.057,1.057,1.057,1.087,1.057,1.057,1.057,1.057,1.057,1.087,1.057,1.057,1.057,1.057,1.087,1.057,1.057,1.057,1.087,1.057,1.057,1.057,1.087,1.057,1.057,1.057,1.087
1.806,2.933,1.972,2.416,2.366,2.079,1.967,1.078,1.726,2.635,1.867,1.572,1.831,1.601,2.562,1.853,2.213,1.803,1.002,1.771,1.501,2.060,1.865,1.517,2.442,2.089,1.401,2.489,1.677,2.637,2.568,1.667,2.127,1.759,1.543,2.105,2.606,2.042,1.579,1.729,3.128,2.230,2.537,1.880,2.994
1.877,4.008,2.870,2.982,2.428,2.184,2.361,1.161,2.198,3.216,2.432,1.752,1.994,2.232,3.791,2.588,2.488,1.978,1.164,1.685,1.529,2.032,1.554,1.738,2.729,2.835,2.003,3.415,1.897,3.069,2.788,1.743,2.436,1.423,2.393,2.360,3.686,2.295,2.508,1.711,3.751,2.191,3.755,2.355,3.436
2.765,4.233,2.415,2.684,3.320,1.893,2.532,1.215,2.788,3.425,2.618,1.349,2.932,2.641,4.096,3.268,1.944,2.523,1.275,1.704,1.724,1.910,1.232,1.718,2.812,2.591,1.656,4.018,2.648,3.683,2.743,2.423,3.716,1.978,2.882,2.789,4.087,1.891,3.166,2.392,4.938,2.608,3.907,2.418,3.837
3.455,4.665,2.680,2.351,3.831,2.234,2.818,1.100,3.230,3.251,2.627,1.050,2.378,2.343,3.961,3.372,1.986,2.428,1.700,1.458,1.749,1.582,1.120,1.278,2.920,3.837,1.824,4.502,3.348,3.319,4.209,2.347,3.710,2.423,2.420,3.750,4.977,2.289,2.885,2.738,4.680,1.786,4.480,2.379,4.099
4.044,5.796,3.438,2.416,4.434,2.525,3.199,1.470,2.758,2.817,2.267,0.790,2.006,2.530,3.888,2.947,2.027,2.414,1.881,1.544,2.258,1.700,0.809,1.582,3.399,5.203,1.932,4.403,3.071,3.267,3.389,1.637,2.848,2.769,1.790,3.928,5.078,2.133,3.077,3.108,6.433,2.574,5.174,2.248,4.580
4.954,6.103,2.761,2.724,3.706,2.338,2.861,1.521,2.303,3.697,2.756,1.339,2.012,3.068,4.196,2.504,2.291,2.467,2.002,1.511,2.220,1.718,0.845,1.573,3.235,5.759,2.202,5.023,3.191,3.591,4.092,1.683,3.736,3.813,2.175,4.360,4.979,1.882,3.022,2.568,6.657,3.015,5.722,2.831,4.657
4.696,4.604,2.597,1.738,3.215,1.938,2.839,1.887,2.204,3.242,2.851,1.147,2.235,3.052,4.166,2.496,2.278,2.349,1.666,1.482,2.306,1.952,0.841,1.965,3.287,4.965,2.778,5.205,2.871,3.396,4.168,1.629,4.139,3.236,3.250,4.855,5.008,1.873,2.758,3.153,6.936,2.723,5.604,2.700,5.568
3.729,4.555,2.432,2.288,3.386,1.905,2.363,1.904,1.540,2.733,2.706,0.815,2.271,2.891,4.189,2.653,2.288,2.234,1.680,1.308,2.512,2.055,1.057,1.591,4.304,5.515,2.762,5.832,3.066,4.016,4.971,2.062,3.727,1.809,3.724,5.098,5.325,2.104,2.643,3.253,7.695,3.277,5.555,2.164,5.923
3.699,4.902,2.730,2.379,3.546,1.690,2.114,1.195,2.212,2.949,3.374,0.727,2.385,2.689,3.295,1.413,2.858,1.939,1.375,1.147,2.179,1.824,0.994,1.536,4.075,5.104,3.035,6.539,3.114,4.524,4.718,1.748,3.440,1.944,3.483,4.493,5.334,1.874,3.378,3.963,6.512,1.936,5.528,2.769,6.013
4.437,5.561,2.926,2.382,3.396,2.227,2.338,1.372,1.790,3.558,4.162,0.896,2.606,2.564,3.627,1.778,2.886,2.202,1.746,1.066,2.055,1.425,0.764,1.294,3.243,5.380,3.663,7.014,2.652,5.064,4.784,2.241,3.524,1.850,2.994,4.769,5.790,2.112,3.329,3.879,5.905,1.499,5.997,2.367,6.701
4.731,5.925,2.928,2.535,4.314,1.878,2.313,1.462,1.949,3.918,4.790,0.743,2.856,3.000,3.642,1.960,2.256,2.147,1.687,0.957,1.800,1.037,0.677,0.883,2.873,5.933,3.788,7.521,2.813,5.308,4.694,2.069,3.417,2.255,2.502,4.912,6.651,2.759,3.265,3.706,5.468,1.178,6.849,2.655,5.766
3.613,4.879,2.400,2.745,3.660,2.146,2.568,1.577,1.948,3.913,4.898,0.854,2.589,2.523,3.426,1.786,2.605,2.031,1.383,1.152,1.987,1.391,0.903,1.078,3.186,5.265,3.484,6.928,2.468,5.583,5.187,2.711,3.122,1.547,2.323,4.650,6.884,3.421,2.979,4.007,5.370,1.194,6.027,2.572,5.479
3.337,4.838,2.953,2.375,4.009,2.558,2.577,1.566,1.657,4.386,5.251,0.914,2.424,2.773,3.237,1.351,2.796,2.455,1.793,1.387,1.956,1.516,0.766,1.534,3.983,5.180,4.026,7.429,2.494,5.496,4.644,3.215,3.257,1.854,1.779,5.209,7.011,3.107,3.037,4.503,5.248,1.010,6.055,2.337,6.511
3.054,5.100,3.124,2.726,4.405,2.296,2.497,1.803,1.506,4.565,5.092,0.929,2.021,2.846,3.304,1.462,2.623,2.273,1.785,1.431,2.034,1.715,0.904,1.600,4.305,4.834,4.003,7.006,2.340,5.240,5.955,2.868,2.992,1.698,1.838,4.618,6.210,3.137,2.662,4.781,4.767,0.794,5.985,1.816,7.500
2.235,4.346,2.906,2.907,5.112,2.186,2.165,1.449,1.480,4.038,4.655,0.685,2.296,3.341,3.968,1.637,2.878,2.063,1.177,1.575,2.013,1.353,0.646,1.406,3.891,4.710,3.486,6.815,2.529,5.267,7.179,3.310,2.933,1.307,1.989,4.477,6.945,3.370,3.196,5.320,5.814,0.960,6.616,1.737,7.065
2.959,5.152,2.754,3.258,4.550,2.840,2.127,1.223,1.303,4.093,4.315,0.853,2.106,3.222,4.600,1.667,3.939,2.203,1.398,1.648,1.934,1.572,0.643,1.988,5.360,3.916,3.117,6.588,2.670,5.214,7.042,2.828,2.693,1.184,2.166,4.876,6.907,3.775,2.592,5.346,5.877,0.983,6.575,2.047,6.936
2.889,4.608,2.322,3.166,4.423,2.822,2.336,1.618,1.196,3.916,4.321,0.802,2.605,3.416,4.399,1.546,3.664,2.622,1.534,1.722,1.910,1.539,0.567,2.190,4.870,3.249,3.662,6.799,2.216,5.695,5.794,2.224,2.912,1.609,2.370,5.398,7.008,3.597,2.529,4.954,6.572,1.394,6.254,2.302,7.388
2.449,4.735,3.086,2.967,5.620,3.325,2.721,2.434,0.915,3.988,3.237,0.874,1.983,2.959,3.703,1.438,3.225,2.539,1.647,1.974,1.795,1.373,0.465,2.262,6.038,3.206,4.180,7.550,1.863,7.321,4.452,2.179,2.927,1.855,2.120,5.166,6.884,3.491,2.628,5.076,7.738,1.783,6.617,2.250,7.888
2.727,4.911,3.829,2.310,5.761,3.227,2.639,3.518,0.614,4.335,4.044,0.807,2.153,3.270,4.138,1.293,4.049,2.359,1.602,1.614,1.646,1.216,0.461,1.950,6.366,2.605,4.443,8.245,1.712,8.939,5.672,2.398,2.679,1.994,1.501,4.632,5.717,2.613,2.701,4.867,7.790,1.840,6.776,2.181,9.811
2.327,4.174,4.218,1.776,4.227,2.642,2.536,3.141,0.775,4.703,4.252,1.231,2.052,2.669,3.807,1.153,4.706,2.441,2.224,1.305,1.245,0.698,0.204,1.918,7.687,2.622,4.405,7.761,1.585,8.624,4.850,2.295,2.304,1.422,1.626,4.490,5.464,2.195,3.029,4.996,6.718,1.418,6.372,2.635,9.446
2.992,4.831,3.598,2.168,3.768,3.132,3.091,2.464,1.238,4.824,4.389,1.407,2.502,2.799,4.199,1.518,4.150,2.810,2.208,1.429,1.386,0.708,0.159,2.271,5.573,2.645,4.414,8.190,1.608,9.451,4.165,1.892,1.908,1.275,1.508,4.565,5.942,2.181,3.547,5.800,7.204,1.268,7.056,3.098,9.925
2.132,4.985,3.913,2.979,4.055,2.750,3.205,2.678,1.395,4.949,4.716,1.281,2.028,2.363,3.332,1.194,3.935,2.657,1.925,1.808,1.213,0.592,0.144,2.006,5.395,2.278,3.562,7.921,1.674,10.518,4.292,2.158,1.686,0.928,1.420,4.542,5.492,1.800,3.690,5.762,7.108,1.181,7.425,3.456,9.880
1.882,5.190,4.109,3.483,4.021,3.134,2.709,2.634,0.890,4.839,4.898,1.189,1.890,2.564,3.728,1.657,3.270,2.811,1.906,2.194,1.652,0.628,0.134,1.780,5.620,2.475,3.753,7.541,1.597,9.490,5.020,2.256,1.779,1.182,1.186,4.436,5.566,1.840,3.797,5.574,6.507,1.027,7.396,3.284,9.262
