0.200,0.200,0.200,0.200,0.200
-0.073,-0.170,0.082,0.051,-0.279
-0.090,-0.123,0.112,0.141,-0.345
0.122,0.146,0.397,0.340,0.047
0.281,0.262,0.432,0.471,0.158
0.239,0.278,0.570,0.618,0.041
0.453,0.436,0.644,0.716,0.254
0.311,0.229,0.585,0.545,0.212
-0.040,-0.033,0.295,0.204,-0.104
-0.430,-0.491,-0.253,-0.267,-0.627
-0.633,-0.659,-0.359,-0.328,-0.879
-0.501,-0.521,-0.146,-0.218,-0.638
-0.731,-0.852,-0.562,-0.473,-1.008
-0.514,-0.570,-0.340,-0.264,-0.803
-0.125,-0.206,0.012,0.127,-0.339
-0.241,-0.402,0.001,0.073,-0.399
-0.425,-0.511,-0.202,-0.167,-0.646
-0.720,-0.878,-0.559,-0.523,-0.850
-0.758,-0.839,-0.548,-0.560,-0.912
-0.699,-0.773,-0.535,-0.507,-0.882
-0.795,-0.945,-0.633,-0.625,-0.937
-0.784,-0.798,-0.527,-0.474,-0.876
-0.428,-0.589,-0.261,-0.267,-0.567
-0.201,-0.205,0.101,0.037,-0.355
-0.178,-0.221,0.089,0.050,-0.319
0.031,-0.067,0.254,0.297,-0.135
0.113,0.135,0.423,0.475,-0.061
0.217,0.024,0.361,0.392,-0.124
-0.040,-0.102,0.282,0.261,-0.142
0.019,-0.091,0.166,0.270,-0.112
0.032,-0.119,0.167,0.237,-0.200
0.184,0.043,0.370,0.395,-0.054
-0.026,-0.041,0.187,0.203,-0.255
0.006,-0.091,0.262,0.304,-0.153
-0.122,-0.274,0.132,0.102,-0.256
-0.458,-0.490,-0.159,-0.161,-0.549
-0.367,-0.454,-0.175,-0.180,-0.511
-0.593,-0.615,-0.274,-0.233,-0.622
-0.930,-0.927,-0.724,-0.623,-1.079
-0.877,-0.941,-0.625,-0.628,-1.097
-0.465,-0.512,-0.290,-0.231,-0.666
0.015,-0.080,0.238,0.254,-0.117
0.358,0.296,0.578,0.604,0.082
0.118,0.104,0.458,0.472,-0.034
0.321,0.196,0.589,0.482,0.062
0.235,0.110,0.460,0.448,0.115
0.353,0.280,0.483,0.600,0.117
0.536,0.486,0.714,0.771,0.260
0.344,0.264,0.671,0.612,0.296
-0.081,-0.142,0.147,0.185,-0.235
0.060,0.146,0.407,0.397,0.039
0.001,-0.132,0.196,0.210,-0.130
-0.229,-0.251,-0.031,-0.015,-0.349
-0.390,-0.404,-0.163,-0.210,-0.641
-0.140,-0.167,0.114,0.156,-0.371
0.111,0.005,0.356,0.282,-0.180
-0.053,-0.086,0.271,0.311,-0.172
0.033,0.019,0.219,0.238,-0.155
0.448,0.326,0.567,0.658,0.260
0.180,0.088,0.299,0.427,-0.034
-0.172,-0.366,-0.042,-0.025,-0.422
-0.325,-0.430,-0.102,-0.166,-0.437
-0.148,-0.087,0.199,0.119,-0.227
-0.001,-0.121,0.250,0.190,-0.152
0.199,0.111,0.447,0.423,-0.002
0.199,0.082,0.522,0.371,0.063
0.240,0.190,0.550,0.537,0.124
0.307,0.248,0.612,0.557,0.221
0.409,0.362,0.664,0.650,0.213
0.069,0.012,0.321,0.274,-0.087
0.318,0.202,0.545,0.527,0.125
0.220,0.036,0.432,0.388,-0.011
-0.000,-0.078,0.216,0.261,-0.197
0.128,0.084,0.401,0.493,0.044
-0.257,-0.276,0.028,0.059,-0.300
-0.385,-0.465,-0.179,-0.224,-0.562
-0.408,-0.465,-0.135,-0.162,-0.579
-0.005,-0.025,0.217,0.243,-0.109
-0.216,-0.079,0.180,0.151,-0.287
0.122,0.054,0.291,0.330,-0.051
-0.052,-0.276,0.091,0.122,-0.281
-0.052,-0.028,0.277,0.250,-0.154
-0.167,-0.301,0.066,0.071,-0.347
-0.240,-0.271,0.096,0.062,-0.363
-0.343,-0.478,-0.175,-0.143,-0.538
0.061,0.084,0.300,0.318,0.023
0.332,0.282,0.540,0.482,0.047
0.142,0.030,0.323,0.334,-0.072
0.051,-0.049,0.157,0.308,-0.086
0.393,0.291,0.594,0.631,0.229
0.003,-0.174,0.251,0.252,-0.153
-0.293,-0.306,0.094,0.030,-0.416
-0.533,-0.609,-0.204,-0.335,-0.591
-0.218,-0.415,-0.018,0.008,-0.478
-0.140,-0.286,0.053,0.053,-0.347
-0.376,-0.341,-0.091,-0.140,-0.520
-0.006,-0.140,0.285,0.247,-0.167
0.582,0.539,0.734,0.777,0.372
0.262,0.260,0.502,0.473,0.156
-0.015,-0.047,0.207,0.173,-0.247
-0.274,-0.308,-0.096,-0.047,-0.524
-0.485,-0.608,-0.272,-0.257,-0.639
-0.554,-0.637,-0.270,-0.327,-0.673
-0.573,-0.682,-0.370,-0.414,-0.799
-0.133,-0.281,0.156,-0.053,-0.340
-0.154,-0.329,0.100,0.064,-0.373
-0.027,-0.036,0.283,0.330,-0.233
0.054,-0.029,0.330,0.284,-0.078
0.101,0.034,0.393,0.354,-0.008
-0.292,-0.332,0.008,-0.054,-0.503
-0.365,-0.471,-0.097,-0.099,-0.531
-0.334,-0.447,-0.151,-0.168,-0.533
-0.792,-0.843,-0.536,-0.514,-0.859
-0.951,-1.037,-0.720,-0.673,-1.004
-0.573,-0.505,-0.326,-0.301,-0.733
-0.439,-0.429,-0.214,-0.217,-0.636
-0.504,-0.493,-0.245,-0.232,-0.723
-0.633,-0.691,-0.448,-0.394,-0.855
-0.738,-0.783,-0.493,-0.480,-0.942
-0.328,-0.390,-0.068,-0.190,-0.557
-0.125,-0.382,0.124,0.047,-0.387
-0.058,-0.171,0.153,0.046,-0.317
-0.003,-0.085,0.249,0.219,-0.219
-0.466,-0.408,-0.147,-0.122,-0.538
-0.759,-0.887,-0.573,-0.546,-0.926
-0.783,-0.744,-0.466,-0.449,-0.777
-0.456,-0.450,-0.158,-0.251,-0.561
-0.712,-0.767,-0.520,-0.474,-0.805
-0.584,-0.616,-0.310,-0.249,-0.715
-1.145,-1.118,-0.821,-0.867,-1.211
-1.060,-1.056,-0.770,-0.838,-1.192
-1.041,-1.046,-0.716,-0.830,-1.183
-0.884,-0.983,-0.763,-0.720,-1.133
-0.839,-0.771,-0.539,-0.511,-0.903
-0.610,-0.631,-0.314,-0.287,-0.737
-0.621,-0.594,-0.266,-0.293,-0.657
-0.433,-0.559,-0.158,-0.271,-0.604
-0.497,-0.632,-0.266,-0.250,-0.690
-0.354,-0.295,-0.053,0.004,-0.571
-0.588,-0.622,-0.208,-0.237,-0.636
-0.905,-0.871,-0.716,-0.619,-1.074
-0.657,-0.741,-0.366,-0.375,-0.824
-0.737,-0.795,-0.458,-0.473,-0.938
-0.796,-0.993,-0.497,-0.550,-0.993
-0.765,-1.019,-0.512,-0.572,-1.026
-0.843,-0.940,-0.616,-0.526,-0.989
-0.912,-0.880,-0.581,-0.548,-1.076
-0.854,-0.925,-0.614,-0.606,-1.091
-0.959,-1.041,-0.645,-0.743,-1.055
-0.976,-0.941,-0.576,-0.707,-1.014
-1.102,-1.156,-0.936,-0.926,-1.299
-0.796,-0.860,-0.562,-0.528,-1.002
-1.008,-1.007,-0.768,-0.690,-1.266
-0.708,-0.731,-0.423,-0.413,-0.965
-0.150,-0.236,0.061,0.060,-0.419
-0.139,-0.157,0.140,0.093,-0.171
0.077,0.042,0.283,0.280,-0.191
0.112,0.088,0.305,0.319,-0.127
-0.201,-0.142,0.085,0.102,-0.224
