0.333,0.333,0.333
0.297,0.518,-0.029
0.156,0.663,-0.349
0.047,0.818,-0.569
0.045,0.787,-0.516
-0.010,0.860,-0.583
0.008,0.907,-0.577
0.067,0.778,-0.542
-0.130,0.970,-0.644
-0.105,1.008,-0.638
-0.015,0.927,-0.523
-0.035,0.851,-0.518
0.064,0.785,-0.392
-0.012,0.876,-0.613
0.055,0.852,-0.588
-0.037,0.947,-0.647
0.047,0.842,-0.568
0.029,0.894,-0.624
-0.022,0.966,-0.747
0.122,0.804,-0.462
0.057,0.877,-0.581
-0.028,1.020,-0.723
-0.126,1.028,-0.743
0.017,0.918,-0.637
0.072,0.894,-0.647
0.097,0.787,-0.626
0.108,0.741,-0.471
0.072,0.763,-0.417
0.059,0.753,-0.423
-0.019,0.748,-0.452
0.051,0.771,-0.465
0.171,0.672,-0.420
0.073,0.851,-0.617
-0.042,0.930,-0.678
-0.010,0.937,-0.670
-0.001,0.907,-0.688
0.038,0.805,-0.566
-0.047,0.907,-0.619
-0.075,0.951,-0.646
0.089,0.847,-0.718
0.146,0.835,-0.657
0.057,0.900,-0.706
0.084,0.871,-0.673
0.036,0.924,-0.718
-0.036,0.913,-0.558
-0.089,1.037,-0.687
-0.144,1.043,-0.798
-0.032,0.928,-0.715
0.024,0.804,-0.505
-0.153,1.006,-0.691
-0.154,1.016,-0.730
-0.088,0.939,-0.642
-0.203,1.077,-0.823
-0.228,1.145,-0.896
-0.306,1.185,-0.898
-0.237,1.110,-0.869
-0.127,0.938,-0.650
0.031,0.902,-0.589
-0.007,0.953,-0.713
-0.080,1.002,-0.726
-0.018,0.943,-0.775
-0.195,1.042,-0.874
-0.095,0.958,-0.674
-0.155,1.045,-0.765
-0.157,1.057,-0.836
-0.154,1.070,-0.801
-0.156,1.069,-0.757
0.006,0.979,-0.651
-0.020,0.992,-0.598
-0.015,0.940,-0.656
0.089,0.830,-0.658
0.178,0.677,-0.631
0.319,0.571,-0.498
0.189,0.725,-0.527
0.002,0.995,-0.816
0.156,0.823,-0.668
0.145,0.791,-0.647
0.091,0.791,-0.592
0.060,0.806,-0.480
0.088,0.824,-0.535
0.083,0.794,-0.527
0.064,0.848,-0.635
0.120,0.776,-0.645
0.178,0.727,-0.490
0.146,0.805,-0.653
0.116,0.886,-0.685
0.069,0.908,-0.662
0.070,0.853,-0.683
0.135,0.756,-0.612
0.206,0.702,-0.493
0.129,0.764,-0.496
-0.059,0.984,-0.765
-0.134,1.151,-0.859
-0.132,1.108,-0.858
-0.126,1.019,-0.799
-0.102,0.944,-0.671
-0.101,0.902,-0.666
0.008,0.785,-0.499
-0.050,0.911,-0.678
0.100,0.705,-0.439
0.096,0.755,-0.479
0.019,0.688,-0.359
0.100,0.665,-0.414
0.142,0.682,-0.434
0.085,0.728,-0.423
-0.001,0.863,-0.566
0.147,0.690,-0.470
0.199,0.606,-0.276
0.012,0.798,-0.475
-0.077,0.939,-0.664
-0.140,0.952,-0.638
0.003,0.937,-0.548
-0.245,1.248,-0.958
-0.131,1.024,-0.717
-0.072,0.965,-0.631
0.010,0.834,-0.480
0.018,0.844,-0.532
-0.041,0.930,-0.643
-0.102,0.995,-0.753
-0.024,0.966,-0.718
0.115,0.780,-0.561
0.101,0.773,-0.491
0.167,0.720,-0.493
0.044,0.831,-0.593
0.018,0.821,-0.552
-0.033,0.946,-0.795
-0.078,1.040,-0.962
0.051,0.956,-0.786
0.060,0.915,-0.720
-0.012,0.953,-0.707
-0.022,0.931,-0.747
-0.043,1.013,-0.734
-0.155,1.181,-0.920
-0.140,1.133,-0.776
-0.133,1.139,-0.764
-0.044,1.077,-0.719
-0.027,1.011,-0.586
-0.105,1.174,-0.790
-0.154,1.106,-0.701
-0.161,1.105,-0.589
-0.012,0.978,-0.616
0.020,0.999,-0.618
-0.126,1.054,-0.719
-0.067,0.958,-0.679
-0.120,1.021,-0.834
-0.087,0.939,-0.649
-0.039,0.855,-0.577
-0.023,0.920,-0.654
-0.012,0.899,-0.658
-0.039,0.934,-0.772
