0.161,0.016,0.231,0.277,-0.012,0.184,-0.232,0.223,-0.053,-0.020,-0.371,0.045,-0.267,0.281,-0.653,-0.669
0.135,0.119,0.338,0.425,-0.188,0.056,-0.256,0.327,-0.045,-0.071,-0.324,-0.051,-0.177,0.344,-0.587,-0.549
0.213,0.137,0.336,0.405,-0.186,0.283,-0.144,0.307,-0.106,-0.020,-0.066,0.003,-0.406,0.371,-0.522,-0.671
0.129,0.178,0.175,0.331,-0.239,0.052,-0.209,0.222,-0.259,-0.158,-0.190,-0.141,-0.339,0.274,-0.657,-0.775
0.060,-0.109,0.172,0.121,-0.291,0.021,-0.127,0.083,-0.169,-0.323,-0.275,-0.150,-0.507,0.216,-0.642,-0.762
0.072,0.059,0.432,0.362,-0.064,0.164,-0.200,0.310,0.108,-0.111,0.017,0.068,-0.077,0.285,-0.553,-0.710
0.244,0.076,0.349,0.389,-0.051,0.209,0.025,0.410,0.089,0.059,-0.076,0.056,-0.140,0.390,-0.406,-0.579
0.251,0.164,0.417,0.489,-0.004,0.271,-0.032,0.529,0.137,0.147,0.084,0.203,-0.041,0.333,-0.308,-0.529
0.377,0.258,0.695,0.681,0.255,0.481,0.110,0.481,0.330,0.241,0.145,0.148,-0.032,0.616,-0.529,-0.336
0.159,0.005,0.281,0.366,-0.143,0.115,-0.160,0.414,0.054,-0.125,-0.068,-0.035,-0.335,0.385,-0.507,-0.638
0.298,0.309,0.553,0.559,0.082,0.260,0.022,0.596,0.235,0.194,-0.125,0.135,-0.328,0.633,-0.193,-0.309
0.496,0.359,0.523,0.580,0.146,0.402,0.023,0.614,0.355,0.272,0.199,0.170,-0.176,0.813,-0.379,-0.578
0.532,0.511,0.663,0.772,0.235,0.468,0.030,0.758,0.365,0.375,0.254,0.235,-0.034,0.870,-0.396,-0.256
0.826,0.728,0.914,1.027,0.435,0.865,0.358,0.988,0.736,0.494,0.388,0.476,0.290,1.067,-0.055,0.083
0.608,0.462,0.761,0.730,0.339,0.539,0.272,0.730,0.372,0.398,0.167,0.480,0.213,0.778,-0.041,-0.063
0.461,0.454,0.598,0.638,0.079,0.435,-0.059,0.584,0.421,0.192,0.104,0.239,0.219,0.744,-0.102,-0.321
0.379,0.321,0.472,0.627,0.140,0.227,0.040,0.512,0.312,0.006,-0.065,0.221,-0.050,0.604,-0.183,-0.296
0.500,0.400,0.789,0.670,0.383,0.555,0.159,0.749,0.424,0.143,0.198,0.378,0.020,0.775,-0.392,-0.350
0.764,0.583,0.960,0.845,0.285,0.651,0.256,0.856,0.499,0.457,0.352,0.499,0.278,0.974,0.009,-0.189
0.631,0.459,0.762,0.719,0.296,0.629,0.152,0.741,0.440,0.394,0.446,0.445,0.286,0.902,-0.120,-0.234
0.606,0.522,0.743,0.737,0.206,0.545,0.238,0.613,0.458,0.316,0.162,0.404,0.049,0.860,-0.181,-0.079
0.291,0.345,0.525,0.699,0.111,0.296,0.203,0.517,0.137,0.026,0.124,0.296,-0.060,0.757,-0.301,-0.191
0.431,0.465,0.643,0.650,0.182,0.428,0.069,0.639,0.217,0.167,0.036,0.282,0.021,0.656,-0.322,-0.376
0.432,0.216,0.401,0.452,-0.086,0.302,-0.164,0.394,0.121,-0.061,-0.184,0.233,-0.277,0.518,-0.447,-0.326
0.259,0.120,0.380,0.518,0.003,0.291,-0.170,0.353,0.216,-0.008,-0.041,0.117,-0.384,0.512,-0.471,-0.384
-0.074,-0.115,0.091,0.071,-0.226,0.038,-0.360,0.157,-0.332,-0.333,-0.262,-0.198,-0.662,0.106,-0.707,-0.845
-0.074,-0.168,0.007,0.125,-0.240,0.061,-0.485,0.249,-0.285,-0.231,-0.428,-0.230,-0.692,0.129,-0.617,-0.728
0.319,0.103,0.205,0.442,-0.211,0.199,-0.186,0.484,0.051,-0.065,-0.108,0.050,-0.337,0.398,-0.562,-0.477
0.204,0.123,0.410,0.336,-0.160,0.374,-0.219,0.441,0.196,0.142,-0.142,-0.002,-0.168,0.457,-0.549,-0.574
0.239,0.065,0.458,0.524,-0.042,0.404,-0.128,0.441,0.066,0.026,0.059,0.225,-0.260,0.478,-0.452,-0.535
0.394,0.292,0.561,0.716,0.126,0.553,0.231,0.527,0.311,0.189,0.327,0.274,-0.112,0.674,-0.255,-0.552
0.488,0.494,0.719,0.594,0.281,0.506,0.191,0.799,0.305,0.182,0.414,0.378,0.131,0.766,-0.271,-0.353
0.298,0.438,0.590,0.690,0.137,0.544,0.263,0.689,0.371,0.244,0.442,0.330,-0.138,0.715,-0.178,-0.132
0.498,0.283,0.437,0.513,0.040,0.413,-0.071,0.547,0.103,0.230,-0.133,0.241,-0.098,0.484,-0.584,-0.189
0.422,0.357,0.495,0.679,0.171,0.369,0.074,0.693,0.252,0.206,0.040,0.171,-0.175,0.711,-0.327,-0.355
0.239,0.311,0.461,0.534,0.057,0.329,-0.076,0.570,0.189,0.095,-0.012,0.104,-0.169,0.505,-0.517,-0.396
0.292,0.250,0.451,0.454,0.019,0.310,-0.145,0.476,0.180,0.029,0.013,0.105,-0.096,0.413,-0.454,-0.331
0.037,0.155,0.372,0.345,-0.182,0.178,-0.196,0.495,0.025,-0.098,-0.088,0.035,-0.372,0.370,-0.734,-0.568
-0.061,-0.091,0.074,0.207,-0.278,-0.063,-0.415,0.113,-0.210,-0.370,-0.470,-0.176,-0.741,0.241,-1.038,-0.791
0.120,-0.100,0.106,0.203,-0.260,0.100,-0.556,0.137,-0.173,-0.298,-0.329,-0.137,-0.534,0.265,-0.878,-0.838
-0.018,0.082,0.252,0.346,-0.115,0.204,-0.345,0.301,-0.001,-0.020,-0.098,-0.056,-0.545,0.385,-0.712,-0.634
0.177,0.121,0.316,0.381,-0.140,0.188,-0.463,0.363,0.048,-0.147,-0.012,-0.051,-0.237,0.531,-0.582,-0.529
0.144,0.151,0.303,0.254,-0.124,0.072,-0.285,0.348,0.066,-0.005,0.015,0.011,-0.261,0.434,-0.573,-0.634
0.160,0.040,0.336,0.105,-0.349,-0.019,-0.261,0.287,-0.236,-0.248,-0.242,-0.162,-0.217,0.202,-0.574,-0.858
0.449,0.419,0.622,0.595,0.064,0.258,0.076,0.515,0.251,0.169,0.096,0.136,0.188,0.601,-0.284,-0.470
0.318,0.134,0.416,0.600,-0.018,0.253,0.118,0.500,0.194,-0.005,0.044,0.145,-0.132,0.539,-0.270,-0.424
0.423,0.257,0.517,0.497,0.103,0.448,0.025,0.494,0.356,0.090,-0.099,0.163,-0.106,0.544,-0.292,-0.374
0.195,0.077,0.454,0.455,-0.296,0.178,-0.114,0.360,0.195,-0.014,-0.139,-0.125,-0.273,0.316,-0.503,-0.468
0.258,0.212,0.386,0.492,0.077,0.435,-0.132,0.361,0.100,0.038,-0.096,0.128,-0.314,0.404,-0.451,-0.494
0.212,0.239,0.414,0.402,0.117,0.165,-0.109,0.544,0.050,-0.050,-0.150,0.111,-0.195,0.411,-0.519,-0.507
0.126,0.118,0.508,0.435,-0.072,0.289,-0.108,0.497,0.171,0.072,-0.011,0.055,-0.329,0.361,-0.380,-0.519
0.233,0.146,0.410,0.309,0.054,0.265,-0.108,0.396,0.052,-0.097,0.023,-0.065,-0.275,0.309,-0.335,-0.537
-0.084,0.035,0.232,0.314,-0.285,0.073,-0.271,0.107,-0.119,-0.078,-0.199,-0.178,-0.511,0.192,-0.616,-0.819
0.375,0.081,0.356,0.419,0.023,0.115,-0.015,0.266,0.050,0.047,0.021,0.092,-0.135,0.506,-0.477,-0.575
0.174,-0.020,0.109,0.284,-0.356,0.066,-0.239,0.067,0.029,-0.246,-0.167,0.009,-0.357,0.220,-0.553,-0.641
0.074,0.105,0.172,0.288,-0.300,0.029,-0.260,0.328,-0.077,-0.115,-0.215,0.016,-0.411,0.325,-0.510,-0.760
0.121,-0.029,0.174,0.227,-0.452,-0.124,-0.274,0.214,-0.303,-0.110,-0.208,0.053,-0.403,0.303,-0.728,-0.757
0.107,0.137,0.172,0.224,-0.239,0.152,-0.141,0.350,0.000,-0.186,-0.233,0.012,-0.443,0.381,-0.756,-0.777
0.018,0.138,0.208,0.242,-0.215,0.067,-0.195,0.351,0.101,0.031,-0.084,-0.052,-0.553,0.346,-0.522,-0.754
0.023,0.038,0.155,0.193,-0.320,0.184,-0.160,0.318,-0.014,0.012,-0.268,-0.291,-0.434,0.275,-0.565,-0.672
-0.125,-0.109,0.079,0.215,-0.492,-0.013,-0.426,-0.045,-0.197,-0.472,-0.337,-0.164,-0.526,0.183,-0.722,-0.904
-0.061,-0.288,0.080,0.119,-0.416,-0.122,-0.557,-0.056,-0.271,-0.438,-0.632,-0.266,-0.698,0.118,-0.853,-1.003
0.026,-0.105,0.105,0.069,-0.256,-0.184,-0.542,0.134,-0.317,-0.337,-0.427,-0.348,-0.596,0.245,-0.714,-0.807
-0.040,0.102,0.149,0.071,-0.408,-0.124,-0.310,0.182,-0.044,-0.136,-0.260,-0.153,-0.616,0.275,-0.739,-0.573
0.001,-0.022,0.037,0.077,-0.483,0.004,-0.303,0.203,-0.042,-0.240,-0.390,-0.345,-0.574,0.095,-0.721,-0.736
0.130,-0.061,0.228,0.291,-0.267,0.064,-0.158,0.290,0.002,-0.343,-0.152,-0.096,-0.643,0.243,-0.560,-0.619
0.172,-0.012,0.318,0.403,-0.241,0.105,-0.236,0.396,0.073,-0.261,-0.211,0.091,-0.276,0.364,-0.631,-0.576
-0.083,-0.028,0.252,0.352,-0.147,-0.004,-0.166,0.348,-0.074,-0.127,-0.214,-0.210,-0.355,0.255,-0.549,-0.643
0.409,0.053,0.350,0.280,-0.150,0.078,-0.178,0.280,0.085,0.033,-0.092,0.105,-0.332,0.314,-0.410,-0.655
0.179,0.110,0.166,0.428,-0.230,0.230,-0.245,0.319,0.024,0.091,-0.381,-0.081,-0.465,0.193,-0.606,-0.577
0.160,-0.104,0.092,0.234,-0.503,0.106,-0.466,0.199,0.024,-0.288,-0.234,-0.125,-0.442,0.295,-0.678,-0.705
0.019,-0.017,0.204,0.351,-0.310,0.156,-0.283,0.265,-0.104,-0.270,-0.301,-0.122,-0.513,0.189,-0.789,-0.858
0.194,-0.141,0.075,0.198,-0.223,0.078,-0.296,0.163,-0.203,-0.297,-0.228,-0.063,-0.404,0.256,-0.674,-0.695
0.157,-0.069,0.083,0.216,-0.245,0.091,-0.232,0.037,-0.158,-0.302,-0.459,-0.171,-0.473,0.235,-0.941,-1.072
0.115,0.051,0.314,0.344,-0.199,0.065,-0.163,0.381,0.011,-0.149,-0.350,-0.098,-0.300,0.411,-0.711,-0.614
0.258,0.188,0.493,0.438,0.061,0.249,0.091,0.530,0.018,0.182,-0.012,0.047,-0.152,0.547,-0.405,-0.208
0.240,0.329,0.434,0.481,0.013,0.185,-0.029,0.431,0.248,0.045,0.041,-0.028,-0.118,0.510,-0.320,-0.398
0.467,0.449,0.521,0.665,0.084,0.328,0.147,0.649,0.406,0.198,0.224,0.258,-0.035,0.653,-0.369,-0.333
