0.333,0.333,0.333
0.276,0.492,0.074
0.000,0.827,-0.385
-0.058,1.003,-0.708
-0.010,0.882,-0.532
0.076,0.797,-0.500
0.076,0.803,-0.471
-0.041,0.923,-0.732
-0.024,0.790,-0.580
0.030,0.799,-0.628
-0.005,0.813,-0.626
0.068,0.783,-0.572
0.057,0.733,-0.463
-0.061,0.894,-0.696
0.026,0.774,-0.498
0.169,0.734,-0.436
0.208,0.663,-0.432
0.072,0.798,-0.618
0.008,0.848,-0.668
-0.002,0.902,-0.728
-0.102,1.067,-0.859
-0.150,1.156,-0.872
-0.088,1.040,-0.804
-0.016,1.002,-0.727
0.061,0.819,-0.462
-0.105,1.007,-0.630
-0.143,1.079,-0.698
-0.104,1.123,-0.671
-0.248,1.308,-0.898
-0.207,1.287,-0.956
-0.303,1.367,-1.053
-0.165,1.205,-0.836
-0.124,1.168,-0.820
0.012,0.964,-0.616
-0.129,1.204,-0.843
-0.140,1.136,-0.857
-0.071,1.119,-0.858
-0.044,1.055,-0.784
-0.164,1.063,-0.826
-0.124,1.080,-0.849
-0.099,1.037,-0.825
-0.059,0.984,-0.692
0.027,0.908,-0.626
0.193,0.754,-0.530
0.060,0.884,-0.626
0.080,0.895,-0.641
-0.104,0.996,-0.722
-0.095,0.949,-0.694
-0.012,1.001,-0.860
-0.043,0.940,-0.722
-0.054,1.049,-0.875
-0.169,1.144,-0.871
0.115,0.822,-0.560
0.163,0.717,-0.497
0.212,0.692,-0.442
0.081,0.729,-0.597
0.110,0.714,-0.554
0.035,0.873,-0.677
-0.060,0.976,-0.762
-0.096,1.022,-0.592
-0.029,0.984,-0.606
-0.102,1.004,-0.734
0.057,0.910,-0.560
-0.045,0.966,-0.489
0.008,0.870,-0.423
0.002,0.925,-0.577
0.029,0.901,-0.565
0.032,0.874,-0.599
0.138,0.717,-0.351
0.026,0.888,-0.519
0.049,0.889,-0.549
-0.015,0.903,-0.576
-0.055,0.891,-0.643
-0.059,0.924,-0.637
-0.016,0.951,-0.715
0.034,0.877,-0.680
-0.005,0.844,-0.494
-0.065,0.927,-0.607
-0.206,1.061,-0.705
-0.160,1.049,-0.775
-0.132,1.048,-0.785
-0.047,0.973,-0.701
0.037,0.866,-0.637
-0.166,1.046,-0.686
-0.192,1.135,-0.909
-0.218,1.167,-0.900
-0.272,1.241,-0.949
-0.252,1.224,-0.885
-0.166,1.091,-0.684
-0.033,0.964,-0.582
-0.063,0.966,-0.606
-0.259,1.143,-0.763
-0.234,1.208,-0.899
-0.369,1.333,-1.059
-0.304,1.176,-0.897
-0.318,1.276,-0.942
-0.173,1.077,-0.762
-0.180,1.040,-0.643
-0.008,0.963,-0.655
-0.017,0.988,-0.621
-0.055,1.050,-0.639
-0.066,1.025,-0.729
-0.021,0.933,-0.615
0.017,0.905,-0.599
0.039,0.884,-0.622
0.119,0.822,-0.607
0.005,0.902,-0.783
0.017,0.991,-0.784
-0.073,1.007,-0.733
-0.009,0.886,-0.609
-0.075,0.985,-0.663
-0.040,0.934,-0.647
0.049,0.873,-0.612
-0.022,0.935,-0.648
-0.078,1.054,-0.671
-0.066,1.040,-0.637
-0.137,1.175,-0.825
-0.096,1.115,-0.811
-0.025,1.009,-0.699
0.072,0.893,-0.675
0.027,0.860,-0.673
0.174,0.757,-0.476
-0.096,0.954,-0.685
-0.104,1.026,-0.670
-0.094,0.985,-0.656
-0.054,0.988,-0.630
-0.092,1.064,-0.726
-0.128,1.096,-0.741
-0.164,1.133,-0.819
-0.172,1.150,-0.798
-0.041,0.979,-0.685
-0.036,0.943,-0.646
-0.016,0.878,-0.655
0.023,0.859,-0.575
0.044,0.801,-0.622
0.029,0.851,-0.673
-0.014,0.890,-0.635
-0.026,0.979,-0.641
-0.124,1.032,-0.733
-0.023,1.008,-0.667
0.157,0.868,-0.562
0.106,0.828,-0.525
0.090,0.737,-0.472
0.085,0.794,-0.531
0.011,0.872,-0.593
0.014,0.936,-0.696
0.068,0.880,-0.714
0.088,0.850,-0.650
-0.025,0.912,-0.723
0.038,0.784,-0.515
-0.048,0.906,-0.602
-0.045,0.977,-0.766
0.044,0.938,-0.657
0.021,0.947,-0.730
0.014,0.951,-0.669
