0.341,0.307,0.492,0.598,0.036,0.331,-0.097,0.631,0.454,0.013,0.062,0.157,-0.016,0.567,-0.169,-0.370,-0.057,-0.236
0.192,0.346,0.577,0.667,0.036,0.366,-0.099,0.669,0.289,0.074,0.009,0.259,0.169,0.572,-0.303,-0.480,-0.165,-0.375
0.042,0.182,0.464,0.429,-0.131,0.071,-0.194,0.467,0.219,0.015,-0.131,0.088,-0.113,0.376,-0.343,-0.403,-0.256,-0.439
0.025,0.113,0.276,0.424,-0.218,-0.030,-0.362,0.490,0.100,-0.096,-0.144,0.228,-0.162,0.125,-0.498,-0.416,-0.415,-0.352
0.065,0.171,0.554,0.305,-0.182,0.133,-0.309,0.457,0.224,-0.106,-0.202,0.137,-0.191,0.251,-0.502,-0.507,-0.412,-0.493
0.170,0.132,0.328,0.477,-0.148,0.098,-0.219,0.571,0.062,-0.039,0.113,0.160,-0.148,0.413,-0.545,-0.478,-0.461,-0.393
0.017,0.195,0.314,0.490,-0.345,0.046,-0.232,0.538,0.165,-0.123,0.119,0.100,-0.254,0.282,-0.463,-0.517,-0.395,-0.455
-0.198,0.002,0.167,0.337,-0.359,-0.191,-0.511,0.263,-0.169,-0.088,-0.341,-0.136,-0.205,0.083,-0.768,-0.759,-0.626,-0.589
-0.265,-0.038,0.008,0.075,-0.362,-0.270,-0.413,0.249,-0.230,-0.394,-0.324,-0.164,-0.370,-0.042,-0.798,-0.827,-0.800,-0.711
-0.338,-0.260,-0.041,0.010,-0.569,-0.240,-0.721,0.081,-0.174,-0.427,-0.613,-0.121,-0.552,-0.055,-0.834,-0.709,-0.698,-0.713
-0.140,-0.409,0.103,0.006,-0.525,-0.257,-0.547,0.107,-0.041,-0.348,-0.450,-0.113,-0.490,-0.004,-0.772,-0.886,-0.703,-0.641
-0.143,-0.225,0.092,-0.024,-0.446,-0.324,-0.603,0.293,-0.174,-0.416,-0.382,-0.169,-0.390,0.026,-0.615,-0.800,-0.604,-0.619
-0.098,-0.055,0.186,0.189,-0.102,0.054,-0.504,0.350,0.057,-0.138,-0.236,0.054,-0.237,0.188,-0.415,-0.667,-0.475,-0.648
-0.038,0.030,0.280,0.328,-0.232,-0.027,-0.660,0.233,0.054,-0.201,-0.414,0.017,-0.227,0.206,-0.565,-0.677,-0.395,-0.499
0.040,-0.008,0.396,0.361,-0.237,-0.055,-0.489,0.361,0.074,-0.066,-0.225,0.165,-0.196,0.125,-0.491,-0.576,-0.469,-0.456
-0.001,0.175,0.395,0.368,-0.061,-0.011,-0.232,0.503,0.064,-0.009,-0.127,0.206,-0.216,0.263,-0.196,-0.342,-0.418,-0.503
0.261,0.266,0.684,0.597,0.102,0.310,-0.244,0.700,0.334,0.107,0.177,0.343,0.217,0.656,-0.089,-0.333,-0.265,-0.104
0.505,0.601,0.885,0.958,0.446,0.555,0.264,1.020,0.598,0.338,0.343,0.552,0.357,0.843,-0.037,-0.068,-0.296,0.097
0.389,0.242,0.612,0.637,0.183,0.301,0.121,0.792,0.387,0.061,0.231,0.426,0.110,0.637,-0.097,-0.349,-0.294,-0.179
0.326,0.475,0.661,0.629,0.099,0.426,-0.034,0.704,0.275,0.315,0.081,0.290,0.083,0.632,-0.077,-0.112,-0.093,-0.247
0.277,0.363,0.673,0.679,0.203,0.321,0.073,0.765,0.466,0.215,0.123,0.453,0.213,0.531,0.045,-0.141,-0.152,-0.233
0.396,0.223,0.614,0.702,0.154,0.229,-0.013,0.612,0.279,0.117,-0.093,0.234,0.070,0.530,-0.504,-0.528,-0.296,-0.181
0.021,0.128,0.454,0.425,-0.275,-0.123,-0.304,0.518,0.164,0.064,-0.289,0.089,-0.136,0.295,-0.308,-0.639,-0.444,-0.434
0.036,-0.020,0.173,0.171,-0.439,0.028,-0.613,0.456,0.146,-0.163,-0.461,0.068,-0.136,0.139,-0.586,-0.571,-0.482,-0.543
-0.172,-0.114,0.345,0.271,-0.399,-0.048,-0.412,0.517,-0.006,-0.131,-0.259,0.119,-0.199,0.178,-0.541,-0.665,-0.552,-0.559
-0.032,-0.032,0.342,0.342,-0.352,-0.134,-0.461,0.269,-0.095,-0.126,-0.331,-0.071,-0.143,0.165,-0.498,-0.774,-0.595,-0.528
0.154,0.126,0.432,0.511,-0.019,0.191,-0.249,0.696,0.252,-0.067,-0.011,0.301,-0.055,0.317,-0.382,-0.403,-0.332,-0.342
0.109,0.289,0.482,0.756,-0.031,0.233,-0.234,0.572,0.455,0.386,0.026,0.388,-0.081,0.426,-0.306,-0.341,-0.344,-0.499
0.285,0.148,0.443,0.514,-0.085,0.192,-0.295,0.606,0.216,0.032,-0.031,0.148,0.050,0.391,-0.494,-0.218,-0.278,-0.501
0.008,0.083,0.272,0.400,-0.110,-0.026,-0.354,0.425,0.056,-0.269,-0.112,0.072,-0.233,0.228,-0.517,-0.563,-0.444,-0.393
0.227,0.184,0.302,0.487,-0.014,0.149,-0.410,0.502,0.093,-0.089,-0.335,-0.025,-0.050,0.332,-0.419,-0.548,-0.375,-0.398
0.090,0.099,0.270,0.339,-0.164,0.105,-0.258,0.501,0.130,-0.069,-0.386,0.127,-0.057,0.416,-0.437,-0.586,-0.559,-0.270
0.123,0.116,0.253,0.430,-0.120,0.082,-0.346,0.484,0.297,-0.064,-0.017,0.131,-0.051,0.359,-0.246,-0.426,-0.439,-0.324
0.445,0.335,0.652,0.815,-0.011,0.335,-0.067,0.805,0.452,0.382,0.255,0.418,0.156,0.657,-0.240,-0.305,-0.171,-0.019
0.506,0.481,0.727,0.791,0.191,0.452,-0.141,0.815,0.527,0.218,0.179,0.432,0.331,0.791,-0.157,-0.035,0.121,-0.011
0.329,0.488,0.606,0.676,0.173,0.367,-0.072,0.802,0.404,0.345,0.142,0.511,0.178,0.748,-0.047,-0.087,-0.176,-0.158
0.470,0.304,0.732,0.709,0.198,0.420,0.015,0.874,0.534,0.252,0.173,0.697,0.199,0.628,-0.015,-0.192,-0.054,-0.124
0.218,0.336,0.530,0.577,0.048,0.247,-0.136,0.729,0.381,0.225,0.092,0.290,0.180,0.498,-0.098,-0.344,-0.297,-0.238
0.297,0.358,0.606,0.585,0.233,0.367,-0.093,0.716,0.345,0.277,0.066,0.241,0.238,0.545,-0.326,-0.283,-0.193,-0.076
0.289,0.472,0.732,0.689,0.283,0.527,0.219,0.941,0.297,0.112,0.281,0.333,0.069,0.644,-0.371,-0.100,-0.029,0.095
0.277,0.479,0.545,0.606,0.199,0.311,0.047,0.712,0.342,0.196,0.122,0.422,0.101,0.534,0.051,-0.111,-0.132,-0.240
0.143,0.216,0.296,0.401,-0.058,0.104,-0.356,0.571,0.098,-0.166,-0.084,0.233,-0.031,0.268,-0.440,-0.274,-0.316,-0.429
-0.093,-0.065,0.215,0.347,-0.464,-0.036,-0.319,0.427,0.107,-0.126,-0.229,0.064,-0.199,0.035,-0.555,-0.761,-0.527,-0.347
0.039,-0.039,0.288,0.360,-0.192,0.115,-0.269,0.481,0.099,-0.075,-0.158,-0.089,-0.241,0.108,-0.479,-0.663,-0.516,-0.372
0.202,0.111,0.304,0.504,0.037,0.085,-0.339,0.564,0.288,-0.006,-0.156,0.064,-0.079,0.480,-0.396,-0.323,-0.386,-0.414
0.054,0.074,0.352,0.255,-0.174,-0.099,-0.403,0.240,0.036,-0.214,-0.177,-0.088,-0.141,0.325,-0.500,-0.533,-0.553,-0.476
-0.162,-0.139,0.117,0.126,-0.488,-0.144,-0.365,0.334,0.016,-0.377,-0.210,-0.174,-0.451,0.048,-0.553,-0.607,-0.864,-0.706
-0.121,0.131,0.126,0.232,-0.157,0.035,-0.407,0.513,-0.079,0.038,-0.080,-0.005,-0.353,0.214,-0.641,-0.679,-0.601,-0.425
-0.057,-0.039,0.133,0.337,-0.477,-0.036,-0.585,0.343,0.195,-0.083,-0.212,0.103,-0.133,0.188,-0.534,-0.603,-0.515,-0.386
0.068,0.045,0.313,0.454,-0.361,0.195,-0.390,0.509,0.109,-0.236,-0.054,0.293,0.053,0.389,-0.412,-0.395,-0.464,-0.309
-0.182,-0.093,0.108,0.156,-0.375,-0.038,-0.514,0.337,-0.213,-0.235,-0.233,0.019,-0.318,0.159,-0.611,-0.641,-0.548,-0.385
-0.081,-0.089,0.252,0.449,-0.081,0.124,-0.371,0.428,-0.033,0.003,-0.192,0.010,-0.204,0.214,-0.542,-0.593,-0.276,-0.355
-0.044,0.104,0.314,0.402,-0.008,0.190,-0.306,0.569,0.102,-0.070,-0.224,0.196,-0.137,0.247,-0.380,-0.352,-0.168,-0.450
0.004,0.154,0.245,0.512,-0.102,0.026,-0.287,0.445,0.236,-0.040,-0.147,0.270,0.034,0.370,-0.241,-0.489,-0.253,-0.246
-0.020,-0.013,0.245,0.305,-0.216,-0.134,-0.533,0.315,-0.045,-0.257,-0.398,-0.031,-0.254,0.155,-0.517,-0.543,-0.431,-0.474
-0.259,-0.256,0.132,0.172,-0.305,-0.273,-0.562,0.117,-0.140,-0.292,-0.550,-0.116,-0.512,-0.019,-0.662,-0.817,-0.535,-0.626
-0.254,-0.420,0.050,0.052,-0.425,-0.302,-0.481,0.137,-0.221,-0.401,-0.407,-0.068,-0.462,-0.014,-0.745,-0.877,-0.434,-0.588
-0.295,-0.142,0.117,0.053,-0.326,-0.262,-0.613,0.198,-0.290,-0.443,-0.271,-0.176,-0.350,0.054,-0.901,-0.747,-0.676,-0.697
-0.135,-0.026,0.112,0.258,-0.374,-0.091,-0.461,0.452,-0.164,-0.133,-0.216,-0.064,-0.335,0.089,-0.458,-0.650,-0.474,-0.382
0.055,0.161,0.253,0.309,-0.342,-0.087,-0.276,0.569,0.027,-0.133,-0.252,0.017,-0.124,0.399,-0.181,-0.607,-0.617,-0.380
0.098,0.250,0.336,0.466,-0.105,0.051,-0.274,0.517,0.039,-0.022,-0.246,-0.000,-0.057,0.342,-0.481,-0.563,-0.524,-0.375
-0.015,0.252,0.415,0.394,-0.197,0.098,-0.323,0.563,0.120,-0.097,-0.110,0.204,-0.108,0.238,-0.457,-0.409,-0.301,-0.366
0.125,0.145,0.467,0.457,0.102,0.140,-0.201,0.551,0.117,-0.127,0.001,0.245,-0.228,0.340,-0.294,-0.440,-0.229,-0.266
0.104,0.126,0.425,0.438,0.034,0.061,-0.451,0.602,0.102,-0.113,0.063,0.324,-0.110,0.229,-0.331,-0.519,-0.260,-0.346
0.006,0.179,0.291,0.356,-0.322,-0.113,-0.206,0.417,0.216,-0.075,-0.058,0.218,-0.117,0.244,-0.216,-0.656,-0.454,-0.368
0.374,0.280,0.640,0.553,-0.000,0.143,-0.203,0.672,0.320,0.206,0.139,0.452,0.350,0.555,-0.257,-0.345,-0.104,-0.131
0.185,0.283,0.562,0.490,-0.067,0.278,-0.403,0.534,0.146,-0.034,0.119,0.224,-0.047,0.408,-0.238,-0.497,-0.141,-0.154
0.163,0.294,0.556,0.513,0.018,0.202,-0.051,0.690,0.334,0.019,-0.048,0.302,0.006,0.377,-0.172,-0.197,-0.202,-0.102
0.180,0.171,0.396,0.513,-0.004,0.085,-0.259,0.492,0.321,0.008,-0.205,0.110,-0.080,0.527,-0.538,-0.397,-0.262,-0.297
0.296,0.119,0.474,0.514,-0.163,0.204,-0.046,0.544,0.259,0.090,0.003,0.288,-0.273,0.457,-0.297,-0.467,-0.156,-0.196
0.088,0.006,0.273,0.359,-0.355,0.033,-0.211,0.542,0.154,0.005,-0.100,0.125,-0.099,0.330,-0.613,-0.557,-0.230,-0.206
0.067,-0.051,0.240,0.410,-0.169,-0.013,-0.397,0.384,0.122,-0.240,-0.171,0.116,-0.287,0.481,-0.673,-0.583,-0.383,-0.313
0.013,0.149,0.403,0.431,-0.104,-0.002,-0.570,0.487,0.208,-0.098,-0.082,0.155,-0.291,0.448,-0.347,-0.583,-0.357,-0.321
0.025,0.303,0.414,0.520,0.049,0.140,-0.259,0.507,0.340,0.125,-0.014,0.281,-0.071,0.434,-0.432,-0.434,-0.173,-0.283
0.206,0.359,0.456,0.667,0.148,0.387,0.028,0.746,0.335,0.169,0.272,0.203,0.193,0.450,-0.227,-0.180,-0.003,-0.154
0.299,0.310,0.673,0.690,0.208,0.468,0.037,0.862,0.420,0.250,0.253,0.487,0.114,0.727,0.061,-0.294,-0.069,-0.009
0.451,0.455,0.699,0.756,0.261,0.313,0.092,0.927,0.601,0.162,0.077,0.471,0.072,0.591,0.078,-0.093,0.027,-0.107
0.197,0.195,0.556,0.693,0.114,0.216,-0.417,0.607,0.341,0.267,0.117,0.334,0.012,0.401,-0.273,-0.214,-0.018,-0.291
0.142,0.414,0.512,0.558,0.143,0.297,-0.164,0.620,0.398,0.035,-0.036,0.044,0.173,0.496,-0.469,-0.362,-0.355,-0.362
0.113,0.210,0.473,0.533,-0.079,0.268,-0.328,0.458,0.260,0.140,0.045,0.147,-0.147,0.321,-0.396,-0.222,-0.338,-0.382
0.155,0.340,0.540,0.618,0.125,0.255,-0.197,0.632,0.252,0.154,0.040,0.432,0.059,0.466,-0.398,-0.244,-0.160,-0.154
