-0.956,0.966,-0.167,-0.097,0.419,0.141,1.466,0.743,0.120,0.406
-2.271,1.747,-0.740,0.329,-0.249,1.469,-2.052,-0.310,-0.376,1.129
-0.847,0.502,-1.236,-1.080,-0.918,0.538,2.302,0.040,-1.112,0.538
-0.325,-0.084,-0.600,-0.027,-0.453,-1.301,0.904,0.876,1.708,0.064
-1.580,-0.642,0.596,0.350,-1.150,0.621,-0.105,0.402,0.326,-1.148
1.594,-0.903,-0.590,0.194,-0.321,-1.184,-0.206,-0.361,0.593,-1.652
0.894,1.137,-1.513,1.648,-0.428,2.636,0.605,-0.340,1.217,0.106
-0.023,0.010,-1.732,1.000,0.578,-0.638,-0.173,0.516,-0.289,-0.239
2.418,1.731,2.200,0.814,0.958,-1.176,1.919,-1.120,-0.660,-0.392
-0.466,-1.510,-0.509,-0.242,-0.659,0.609,1.752,0.303,0.715,1.812
-0.713,0.282,0.097,0.014,-0.167,0.438,1.194,-0.949,1.017,0.252
-0.329,-0.530,0.314,0.409,-1.071,-0.897,-0.475,0.694,0.554,-1.311
-1.535,0.014,-0.107,-0.790,2.885,-0.597,0.476,1.107,-1.232,1.320
0.519,1.348,0.842,1.485,-1.041,-0.786,-1.284,0.562,-0.233,0.943
0.130,-1.499,0.222,-0.554,1.084,-0.178,0.022,-1.093,0.677,-0.158
-1.786,-1.097,-1.078,-0.311,-0.509,-0.184,0.336,0.708,0.410,-0.574
-0.624,-0.899,0.511,-0.781,0.117,-0.755,0.471,-0.851,-1.016,-0.353
1.893,-0.113,-0.373,0.141,-0.426,2.174,1.154,-1.811,-0.128,0.556
0.644,1.008,0.402,-0.324,-0.649,0.825,0.418,0.608,-1.100,-0.992
-0.242,1.006,0.555,0.254,-1.463,-1.557,0.248,-0.014,-1.000,0.110
0.579,0.941,-0.969,0.506,0.424,0.306,-0.492,-0.796,-0.840,-1.301
-1.725,-0.210,-0.221,1.131,-0.038,-0.608,1.372,1.614,-0.703,0.706
-0.988,0.927,-1.103,0.618,-0.556,0.043,-0.235,0.598,0.728,-1.053
-1.066,-0.364,-1.138,-1.327,1.754,-0.347,0.673,0.316,0.034,-1.049
-1.450,0.570,0.302,-1.632,0.195,0.666,1.910,0.977,0.101,-0.468
-0.236,-0.637,1.824,-2.056,0.875,-0.952,-0.214,2.151,-1.340,0.080
0.292,-0.038,-1.772,-0.811,0.624,0.146,-1.302,0.964,-0.805,-0.931
-0.058,-0.169,0.246,0.819,1.226,0.532,0.366,-0.544,-0.997,1.247
1.516,0.340,-0.331,-0.832,-0.524,0.262,-2.481,-0.653,-1.790,0.241
0.448,0.737,0.864,0.820,-0.935,-0.135,-0.611,-1.422,0.665,0.993
0.301,-1.712,1.563,0.109,-1.114,1.567,0.092,-0.763,-0.775,1.371
