0.335,-2.404,0.406,1.681,0.154
-0.316,2.066,1.132,0.716,0.407
0.708,-0.484,-1.261,1.096,1.349
2.146,-0.732,-2.341,1.174,0.121
-0.075,-1.052,0.076,-1.282,0.188
-1.159,-0.391,-1.373,1.129,2.318
-0.000,0.401,1.047,-0.643,-0.329
1.186,0.097,0.110,0.590,0.277
0.576,1.373,0.149,-1.421,-0.113
0.369,-0.632,0.295,1.936,0.040
0.621,-0.768,-0.387,-1.519,-0.105
0.422,0.244,-0.453,0.966,-0.539
-0.157,-1.515,0.339,-0.088,0.658
-1.205,-1.107,1.217,-0.465,0.504
1.022,0.665,-0.568,-0.896,-0.431
0.875,0.517,0.773,0.193,1.772
0.784,-0.844,0.204,-0.026,-1.987
-0.858,-0.304,-0.622,0.601,1.126
-0.340,0.932,-0.182,-0.645,1.363
0.095,-0.994,-1.364,1.000,-0.238
1.723,0.507,0.927,0.129,-1.194
0.233,0.737,0.546,-0.530,-1.059
0.533,-1.231,-0.289,-0.587,-0.032
1.604,-0.454,0.644,0.172,0.359
-0.293,0.121,1.389,-0.443,-0.069
-1.137,-0.853,-0.445,-1.684,0.336
0.030,-0.290,-0.834,-0.603,-0.663
1.166,0.327,1.058,-1.054,1.740
0.167,-0.998,1.744,-0.329,0.641
-0.618,0.614,0.529,0.436,-0.348
0.812,0.647,0.306,-0.835,0.540
-0.362,-0.892,-0.068,0.788,-0.017
0.270,-0.860,0.828,-0.902,0.051
-0.262,-0.728,-0.938,0.182,-1.527
-0.504,1.907,-0.576,-2.162,-1.191
0.117,-0.456,-0.277,-2.102,0.500
0.088,0.779,-1.633,0.828,-0.777
0.693,1.605,0.697,-1.200,2.104
-0.339,-1.248,1.355,-0.285,-0.199
0.565,-0.279,0.107,-0.859,0.130
-0.352,1.947,1.245,-0.883,-1.781
-0.670,-0.428,0.799,0.005,1.604
0.905,-1.693,0.953,-0.065,0.710
0.216,0.546,0.143,0.904,-0.690
-0.476,-0.134,0.244,0.381,-0.926
-0.198,0.652,0.769,1.778,-0.944
0.065,0.191,-0.172,-0.577,1.065
0.111,-0.616,1.803,-0.338,-0.436
1.070,0.672,0.730,-0.950,-1.060
0.314,-1.770,0.257,1.118,-1.520
0.384,-0.028,-1.950,-0.742,1.057
0.366,1.173,3.166,0.321,-0.206
0.888,1.242,-0.011,-0.337,0.967
-0.094,0.345,0.352,0.705,0.037
-1.460,-0.191,1.603,1.129,0.160
-0.346,-0.958,-0.314,-1.530,0.221
-0.078,2.161,-2.234,0.899,0.774
-0.449,1.801,0.858,1.215,0.432
-0.155,-0.496,-0.592,0.405,-0.272
0.600,0.003,0.881,1.844,-1.164
-0.941,-1.244,0.282,0.513,-0.757
-1.035,-0.621,0.789,0.390,-1.161
-1.282,-0.094,1.032,1.923,-0.680
-1.406,1.180,0.423,-0.269,-0.030
