0.264,0.051,0.344,0.163,0.178
0.135,0.476,0.053,0.103,0.234
0.106,0.257,0.099,0.200,0.337
0.248,0.098,0.037,0.337,0.280
0.307,0.057,0.482,0.128,0.026
0.097,0.234,0.333,0.206,0.130
0.433,0.218,0.313,0.017,0.020
0.064,0.083,0.309,0.241,0.302
0.056,0.611,0.054,0.211,0.068
0.038,0.304,0.413,0.032,0.213
0.117,0.162,0.440,0.208,0.074
0.254,0.091,0.364,0.078,0.213
0.139,0.014,0.049,0.717,0.081
0.130,0.292,0.166,0.320,0.091
0.269,0.334,0.036,0.278,0.083
0.123,0.335,0.180,0.178,0.184
0.228,0.540,0.152,0.048,0.032
0.128,0.084,0.060,0.272,0.457
0.143,0.441,0.040,0.070,0.305
0.018,0.873,0.082,0.020,0.007
0.241,0.024,0.540,0.138,0.058
0.209,0.063,0.102,0.253,0.373
0.444,0.126,0.063,0.151,0.216
0.028,0.159,0.588,0.126,0.098
0.080,0.165,0.228,0.054,0.473
0.070,0.258,0.071,0.209,0.393
0.050,0.242,0.070,0.090,0.548
0.051,0.217,0.129,0.406,0.197
