0.359,0.378,0.142,0.079,0.042
0.119,0.101,0.326,0.229,0.225
0.080,0.046,0.124,0.087,0.663
0.100,0.323,0.055,0.124,0.397
0.060,0.117,0.089,0.464,0.270
0.036,0.297,0.060,0.326,0.281
0.167,0.190,0.087,0.378,0.178
0.079,0.332,0.247,0.305,0.037
0.238,0.153,0.448,0.110,0.051
0.051,0.126,0.128,0.580,0.115
0.338,0.164,0.156,0.186,0.156
0.117,0.084,0.361,0.233,0.206
0.302,0.306,0.047,0.166,0.180
0.227,0.247,0.085,0.246,0.194
0.214,0.047,0.284,0.354,0.102
0.114,0.190,0.115,0.116,0.465
0.603,0.098,0.268,0.011,0.019
0.224,0.268,0.089,0.098,0.321
0.463,0.149,0.265,0.085,0.038
0.053,0.020,0.136,0.336,0.454
0.163,0.166,0.150,0.174,0.347
0.148,0.093,0.017,0.605,0.137
0.097,0.027,0.048,0.243,0.586
0.034,0.044,0.025,0.023,0.873
0.008,0.745,0.170,0.064,0.014
0.199,0.080,0.393,0.245,0.084
0.189,0.055,0.249,0.398,0.110
0.457,0.195,0.015,0.286,0.047
0.159,0.015,0.645,0.106,0.076
0.099,0.077,0.321,0.124,0.379
0.184,0.181,0.178,0.391,0.066
0.070,0.583,0.101,0.164,0.082
0.565,0.086,0.268,0.044,0.037
0.151,0.143,0.197,0.278,0.230
0.081,0.401,0.275,0.075,0.169
0.143,0.249,0.104,0.221,0.283
0.067,0.043,0.397,0.343,0.150
0.020,0.100,0.077,0.089,0.713
0.176,0.687,0.058,0.014,0.065
0.278,0.082,0.103,0.170,0.367
0.269,0.055,0.296,0.185,0.195
0.097,0.608,0.102,0.079,0.115
0.104,0.065,0.037,0.154,0.639
0.105,0.368,0.062,0.294,0.171
0.252,0.041,0.129,0.118,0.461
0.210,0.054,0.275,0.251,0.209
0.069,0.533,0.239,0.031,0.128
0.157,0.020,0.189,0.070,0.563
0.110,0.114,0.279,0.470,0.027
0.544,0.074,0.073,0.143,0.167
0.191,0.182,0.399,0.176,0.052
0.012,0.591,0.049,0.227,0.121
0.061,0.085,0.103,0.157,0.593
0.181,0.722,0.020,0.027,0.050
0.226,0.133,0.234,0.345,0.062
0.029,0.259,0.152,0.445,0.116
0.037,0.623,0.058,0.104,0.179
0.367,0.147,0.061,0.366,0.059
0.234,0.058,0.387,0.232,0.090
0.116,0.074,0.124,0.592,0.095
0.286,0.147,0.310,0.042,0.215
0.051,0.327,0.402,0.180,0.040
0.279,0.138,0.518,0.044,0.021
0.217,0.066,0.336,0.326,0.055
0.068,0.338,0.107,0.132,0.355
0.729,0.057,0.028,0.071,0.115
0.218,0.132,0.294,0.195,0.161
0.493,0.338,0.023,0.112,0.034
0.207,0.212,0.138,0.219,0.223
0.075,0.231,0.040,0.278,0.376
0.109,0.231,0.043,0.191,0.426
0.115,0.542,0.129,0.076,0.138
0.056,0.193,0.140,0.481,0.130
0.024,0.488,0.313,0.134,0.041
0.150,0.311,0.432,0.021,0.085
0.153,0.147,0.084,0.304,0.312
0.016,0.022,0.363,0.311,0.289
0.353,0.176,0.108,0.013,0.350
0.493,0.044,0.365,0.034,0.065
0.115,0.173,0.308,0.049,0.355
0.039,0.015,0.898,0.007,0.041
0.271,0.077,0.339,0.121,0.191
0.093,0.228,0.091,0.457,0.131
0.098,0.088,0.144,0.142,0.528
0.092,0.232,0.521,0.030,0.125
0.075,0.129,0.084,0.602,0.110
0.015,0.201,0.063,0.085,0.635
0.128,0.117,0.074,0.217,0.464
0.474,0.021,0.388,0.069,0.048
0.133,0.033,0.642,0.173,0.019
0.046,0.159,0.605,0.056,0.133
0.498,0.066,0.085,0.047,0.305
0.274,0.018,0.206,0.294,0.207
0.232,0.347,0.174,0.068,0.179
0.016,0.268,0.354,0.207,0.154
0.074,0.125,0.034,0.713,0.054
0.191,0.272,0.130,0.173,0.234
0.166,0.123,0.366,0.128,0.217
0.134,0.025,0.277,0.328,0.236
0.185,0.462,0.179,0.054,0.121
0.041,0.133,0.162,0.179,0.485
0.644,0.109,0.038,0.122,0.088
0.009,0.259,0.517,0.183,0.032
0.250,0.054,0.235,0.181,0.279
0.080,0.076,0.570,0.091,0.183
0.148,0.098,0.378,0.126,0.250
0.360,0.061,0.392,0.115,0.072
0.272,0.140,0.021,0.017,0.550
0.216,0.296,0.150,0.076,0.263
0.457,0.068,0.086,0.122,0.266
0.100,0.197,0.592,0.063,0.048
0.092,0.300,0.435,0.029,0.143
0.378,0.064,0.340,0.119,0.099
0.091,0.273,0.230,0.301,0.105
0.035,0.514,0.335,0.013,0.102
0.027,0.318,0.096,0.330,0.228
0.834,0.116,0.008,0.026,0.017
0.225,0.013,0.138,0.525,0.099
0.131,0.146,0.308,0.261,0.154
0.553,0.265,0.106,0.040,0.036
0.140,0.189,0.479,0.125,0.068
0.150,0.092,0.344,0.326,0.088
0.348,0.121,0.375,0.099,0.056
0.195,0.099,0.169,0.114,0.423
0.044,0.242,0.150,0.250,0.314
0.020,0.223,0.034,0.595,0.128
0.501,0.200,0.147,0.073,0.079
0.263,0.138,0.051,0.162,0.386
0.270,0.239,0.168,0.262,0.061
0.009,0.117,0.059,0.792,0.022
0.075,0.010,0.281,0.055,0.579
0.069,0.023,0.091,0.126,0.691
0.122,0.156,0.252,0.163,0.307
0.565,0.073,0.193,0.018,0.151
0.640,0.163,0.025,0.019,0.153
0.662,0.109,0.027,0.154,0.049
0.135,0.522,0.134,0.119,0.090
0.221,0.149,0.270,0.243,0.117
0.017,0.035,0.057,0.005,0.887
0.754,0.041,0.017,0.166,0.023
0.345,0.198,0.366,0.061,0.031
0.129,0.321,0.024,0.142,0.384
0.455,0.064,0.082,0.305,0.094
0.342,0.071,0.018,0.075,0.495
0.049,0.384,0.098,0.213,0.256
0.203,0.200,0.133,0.169,0.295
0.380,0.129,0.305,0.136,0.050
0.013,0.189,0.400,0.036,0.362
0.046,0.135,0.512,0.213,0.094
0.135,0.440,0.140,0.248,0.037
0.055,0.146,0.633,0.053,0.113
0.187,0.091,0.482,0.131,0.109
0.081,0.146,0.141,0.337,0.295
0.098,0.070,0.331,0.389,0.112
0.058,0.056,0.014,0.244,0.628
0.076,0.179,0.059,0.057,0.629
0.054,0.188,0.097,0.295,0.366
0.178,0.129,0.212,0.448,0.034
0.456,0.118,0.218,0.083,0.125
0.117,0.135,0.688,0.023,0.038
0.185,0.575,0.092,0.094,0.054
0.161,0.018,0.203,0.306,0.312
0.539,0.293,0.047,0.021,0.100
0.071,0.061,0.657,0.115,0.096
0.226,0.046,0.102,0.047,0.579
0.037,0.207,0.452,0.039,0.265
0.079,0.045,0.022,0.210,0.644
0.131,0.062,0.026,0.766,0.015
0.148,0.256,0.130,0.185,0.281
0.027,0.145,0.637,0.042,0.149
0.179,0.381,0.348,0.042,0.049
0.008,0.820,0.041,0.108,0.022
0.086,0.549,0.069,0.065,0.230
0.059,0.168,0.295,0.450,0.028
0.116,0.185,0.053,0.407,0.239
0.363,0.267,0.010,0.201,0.159
0.657,0.061,0.097,0.064,0.121
0.791,0.025,0.035,0.018,0.131
0.609,0.313,0.042,0.007,0.029
0.039,0.571,0.172,0.096,0.122
0.205,0.174,0.018,0.370,0.234
0.140,0.045,0.260,0.195,0.360
0.137,0.269,0.193,0.150,0.250
0.178,0.111,0.149,0.258,0.303
0.256,0.593,0.016,0.115,0.020
0.270,0.040,0.159,0.119,0.411
0.045,0.077,0.694,0.147,0.037
0.011,0.177,0.118,0.155,0.540
0.088,0.497,0.035,0.196,0.183
0.364,0.019,0.384,0.194,0.040
0.177,0.066,0.121,0.576,0.059
0.202,0.228,0.043,0.150,0.376
0.068,0.187,0.215,0.415,0.114
0.288,0.341,0.138,0.084,0.149
0.312,0.031,0.077,0.269,0.312
0.082,0.165,0.058,0.310,0.385
0.352,0.241,0.163,0.031,0.212
0.183,0.039,0.605,0.132,0.041
0.035,0.120,0.164,0.277,0.403
0.146,0.383,0.234,0.209,0.029
0.364,0.037,0.257,0.303,0.039
0.260,0.136,0.151,0.179,0.274
0.125,0.214,0.126,0.337,0.198
0.122,0.269,0.302,0.205,0.102
0.214,0.477,0.069,0.126,0.115
0.206,0.059,0.551,0.117,0.067
0.031,0.090,0.817,0.025,0.037
0.258,0.107,0.314,0.302,0.020
0.025,0.054,0.055,0.549,0.317
0.249,0.104,0.175,0.382,0.089
0.218,0.074,0.226,0.411,0.071
0.105,0.535,0.188,0.086,0.086
0.398,0.346,0.031,0.028,0.197
0.212,0.024,0.057,0.237,0.471
0.396,0.342,0.096,0.133,0.034
0.513,0.154,0.260,0.019,0.055
0.153,0.158,0.171,0.342,0.176
0.067,0.194,0.519,0.019,0.201
0.116,0.542,0.231,0.045,0.067
0.565,0.039,0.306,0.032,0.058
0.178,0.147,0.296,0.037,0.341
0.088,0.190,0.325,0.092,0.305
0.039,0.130,0.018,0.097,0.716
0.077,0.066,0.131,0.221,0.505
0.052,0.344,0.125,0.050,0.429
0.485,0.074,0.101,0.059,0.281
0.371,0.067,0.016,0.447,0.098
0.397,0.028,0.361,0.115,0.100
0.032,0.065,0.215,0.080,0.608
0.177,0.064,0.364,0.245,0.149
0.548,0.126,0.109,0.015,0.203
0.222,0.119,0.355,0.114,0.190
0.136,0.291,0.377,0.089,0.107
0.312,0.442,0.105,0.059,0.082
0.054,0.047,0.326,0.463,0.110
0.449,0.139,0.078,0.213,0.121
0.219,0.579,0.113,0.024,0.065
0.159,0.035,0.093,0.184,0.529
0.181,0.193,0.172,0.312,0.143
0.029,0.120,0.183,0.058,0.610
0.321,0.138,0.150,0.192,0.198
0.503,0.059,0.211,0.183,0.043
0.254,0.098,0.297,0.227,0.124
0.457,0.067,0.036,0.048,0.392
0.088,0.364,0.061,0.459,0.028
0.575,0.069,0.121,0.060,0.174
0.303,0.065,0.315,0.192,0.126
