0.167,0.167,0.167,0.167,0.167,0.167
0.184,0.245,0.076,0.275,0.109,0.112
0.193,0.257,0.066,0.270,0.110,0.104
0.178,0.258,0.080,0.265,0.105,0.114
0.190,0.243,0.075,0.267,0.110,0.115
0.183,0.251,0.072,0.268,0.114,0.112
0.188,0.260,0.074,0.262,0.111,0.105
0.185,0.265,0.069,0.263,0.111,0.107
0.182,0.240,0.069,0.278,0.118,0.113
0.189,0.253,0.071,0.269,0.110,0.108
0.183,0.249,0.073,0.277,0.108,0.110
0.181,0.257,0.080,0.264,0.110,0.108
0.178,0.254,0.080,0.270,0.108,0.111
0.184,0.262,0.073,0.268,0.108,0.104
0.188,0.249,0.073,0.269,0.114,0.108
0.189,0.257,0.078,0.258,0.115,0.104
0.178,0.254,0.076,0.270,0.110,0.112
0.186,0.256,0.073,0.271,0.111,0.103
0.179,0.251,0.079,0.276,0.102,0.114
0.187,0.253,0.083,0.255,0.105,0.116
0.188,0.256,0.076,0.256,0.105,0.119
0.182,0.252,0.080,0.268,0.105,0.112
0.176,0.249,0.078,0.282,0.115,0.100
0.193,0.253,0.076,0.265,0.109,0.104
0.187,0.261,0.080,0.255,0.110,0.106
0.176,0.262,0.079,0.258,0.112,0.113
0.178,0.252,0.075,0.269,0.111,0.117
0.190,0.252,0.076,0.264,0.114,0.104
0.180,0.258,0.085,0.266,0.107,0.103
0.195,0.262,0.079,0.244,0.101,0.118
0.177,0.267,0.079,0.260,0.110,0.107
0.195,0.265,0.073,0.259,0.100,0.108
0.183,0.254,0.071,0.278,0.108,0.105
0.185,0.257,0.071,0.261,0.112,0.114
0.189,0.256,0.077,0.256,0.106,0.117
0.175,0.258,0.075,0.266,0.111,0.115
0.181,0.257,0.074,0.265,0.114,0.109
0.180,0.267,0.078,0.255,0.109,0.111
0.187,0.246,0.074,0.266,0.120,0.107
0.183,0.252,0.073,0.263,0.114,0.114
0.184,0.251,0.075,0.263,0.117,0.109
0.188,0.250,0.075,0.269,0.115,0.103
0.191,0.255,0.078,0.251,0.113,0.112
0.175,0.271,0.076,0.258,0.110,0.110
