0.035
0.034
0.046
0.046
0.030
0.041
0.025
0.051
0.033
0.033
0.028
0.038
0.028
0.049
0.020
0.022
0.021
0.029
0.024
0.040
0.036
0.038
0.022
0.046
0.030
0.034
0.032
0.036
0.027
0.025
