-0.219,-0.381,-0.057,-0.175,-0.327,-0.073,-0.573,0.007,-0.420,-0.538,-0.510,-0.192,-0.527
-0.429,-0.653,-0.263,-0.427,-0.728,-0.343,-0.700,-0.197,-0.674,-0.629,-0.823,-0.390,-0.748
-0.388,-0.509,-0.149,-0.256,-0.567,-0.090,-0.648,-0.193,-0.471,-0.608,-0.713,-0.341,-0.709
-0.407,-0.552,-0.131,-0.222,-0.443,-0.161,-0.671,-0.012,-0.503,-0.577,-0.756,-0.379,-0.771
-0.410,-0.497,-0.168,-0.261,-0.630,-0.212,-0.907,-0.206,-0.379,-0.623,-0.800,-0.323,-0.753
-0.448,-0.743,-0.316,-0.433,-0.729,-0.201,-0.966,-0.340,-0.735,-0.724,-0.803,-0.449,-0.831
-0.565,-0.661,-0.353,-0.355,-0.578,-0.284,-0.963,-0.186,-0.563,-0.566,-0.684,-0.438,-0.925
-0.580,-0.783,-0.423,-0.612,-0.820,-0.477,-1.168,-0.355,-0.849,-0.819,-0.935,-0.606,-0.980
-0.288,-0.486,0.066,-0.197,-0.445,0.027,-0.736,-0.022,-0.431,-0.397,-0.551,-0.223,-0.473
-0.139,-0.243,0.156,0.011,-0.104,0.022,-0.455,0.311,-0.267,-0.266,-0.418,-0.041,-0.380
-0.176,-0.216,0.129,0.016,-0.062,0.069,-0.341,0.245,-0.124,-0.248,-0.418,-0.029,-0.423
0.052,-0.201,0.157,0.133,-0.202,0.174,-0.346,0.237,-0.292,-0.250,-0.532,0.028,-0.174
0.002,-0.076,0.245,0.110,-0.016,0.165,-0.196,0.338,-0.147,-0.142,-0.237,0.100,-0.359
0.078,0.151,0.423,0.258,-0.126,0.349,-0.101,0.508,0.027,-0.045,-0.210,0.310,-0.401
0.080,-0.107,0.318,0.176,-0.167,0.223,-0.250,0.337,-0.106,-0.146,-0.227,0.067,-0.482
0.149,-0.119,0.412,0.180,-0.086,0.255,-0.141,0.434,0.097,-0.042,-0.219,0.171,-0.176
0.157,0.033,0.467,0.136,-0.011,0.323,0.020,0.417,0.127,0.071,-0.075,0.260,-0.111
0.103,-0.043,0.316,0.207,-0.146,0.139,-0.223,0.313,0.036,-0.143,-0.203,0.174,-0.280
-0.361,-0.468,-0.060,-0.246,-0.587,-0.072,-0.742,-0.051,-0.544,-0.498,-0.682,-0.285,-0.586
-0.274,-0.538,-0.100,-0.207,-0.462,-0.080,-0.628,0.022,-0.482,-0.374,-0.500,-0.351,-0.539
-0.284,-0.481,-0.221,-0.285,-0.580,-0.278,-0.713,-0.170,-0.569,-0.566,-0.786,-0.322,-0.597
-0.479,-0.385,-0.211,-0.173,-0.524,-0.188,-0.826,-0.101,-0.483,-0.433,-0.619,-0.280,-0.754
-0.130,-0.347,-0.013,-0.067,-0.303,-0.131,-0.401,-0.030,-0.272,-0.519,-0.401,-0.036,-0.665
-0.187,-0.368,-0.093,-0.067,-0.513,-0.042,-0.490,-0.094,-0.380,-0.433,-0.542,-0.316,-0.653
0.068,-0.260,0.164,0.127,-0.183,0.088,-0.362,0.238,-0.078,-0.146,-0.396,0.128,-0.366
0.377,-0.087,0.427,0.310,-0.014,0.295,0.019,0.443,0.038,0.007,-0.241,0.165,-0.233
-0.008,-0.238,0.125,0.062,-0.212,0.092,-0.354,0.231,-0.151,-0.313,-0.343,-0.004,-0.437
-0.249,-0.406,-0.037,-0.001,-0.387,-0.119,-0.472,0.017,-0.112,-0.292,-0.645,-0.193,-0.611
-0.209,-0.458,-0.151,-0.222,-0.398,-0.064,-0.589,-0.085,-0.446,-0.541,-0.630,-0.326,-0.654
-0.181,-0.309,0.094,-0.051,-0.352,0.067,-0.409,0.085,-0.243,-0.335,-0.447,0.008,-0.519
0.020,-0.216,0.260,0.148,-0.223,0.230,-0.277,0.215,0.003,-0.146,-0.411,0.139,-0.254
-0.285,-0.351,0.056,0.005,-0.408,-0.053,-0.375,0.189,-0.264,-0.420,-0.633,-0.080,-0.549
-0.278,-0.476,-0.051,-0.274,-0.356,-0.194,-0.730,0.024,-0.435,-0.467,-0.609,-0.121,-0.613
-0.125,-0.385,0.074,-0.091,-0.314,0.053,-0.522,0.041,-0.403,-0.247,-0.481,0.009,-0.493
-0.005,-0.307,0.069,0.085,-0.376,-0.024,-0.511,0.187,-0.308,-0.180,-0.276,0.077,-0.316
-0.150,-0.255,0.053,-0.009,-0.275,0.122,-0.439,0.233,-0.503,-0.283,-0.379,-0.016,-0.472
0.017,-0.164,0.101,0.010,-0.504,0.079,-0.345,0.266,-0.161,-0.327,-0.303,0.091,-0.378
0.080,-0.225,0.207,0.087,-0.282,0.164,-0.328,0.233,-0.159,-0.168,-0.217,0.260,-0.339
-0.008,-0.282,0.015,-0.025,-0.444,0.065,-0.408,0.170,-0.238,-0.305,-0.339,-0.041,-0.541
-0.283,-0.335,-0.118,-0.187,-0.466,-0.114,-0.593,-0.006,-0.367,-0.490,-0.578,-0.333,-0.564
-0.444,-0.604,-0.277,-0.392,-0.630,-0.254,-0.981,-0.291,-0.539,-0.706,-0.957,-0.469,-0.846
-0.370,-0.455,-0.145,-0.271,-0.574,-0.149,-0.740,-0.076,-0.596,-0.643,-0.693,-0.298,-0.677
-0.432,-0.488,-0.141,-0.402,-0.535,-0.196,-0.791,-0.099,-0.603,-0.644,-0.612,-0.378,-0.857
-0.355,-0.696,-0.282,-0.409,-0.699,-0.341,-0.690,-0.141,-0.612,-0.690,-0.698,-0.390,-0.754
-0.390,-0.564,-0.128,-0.288,-0.619,-0.261,-0.781,-0.163,-0.476,-0.528,-0.760,-0.313,-0.811
-0.298,-0.457,-0.040,-0.259,-0.589,-0.128,-0.736,-0.109,-0.448,-0.498,-0.603,-0.239,-0.884
-0.347,-0.476,0.012,-0.220,-0.400,-0.167,-0.706,-0.035,-0.422,-0.622,-0.663,-0.198,-0.648
-0.401,-0.481,-0.085,-0.178,-0.578,-0.174,-0.656,-0.011,-0.445,-0.515,-0.573,-0.151,-0.588
-0.370,-0.715,-0.270,-0.217,-0.523,-0.379,-1.003,-0.089,-0.582,-0.679,-0.859,-0.315,-0.683
-0.255,-0.672,-0.233,-0.200,-0.706,-0.193,-0.737,-0.100,-0.580,-0.587,-0.762,-0.322,-0.805
-0.329,-0.531,-0.188,-0.285,-0.559,-0.285,-0.778,-0.189,-0.638,-0.608,-0.614,-0.314,-0.709
-0.312,-0.475,-0.078,-0.240,-0.402,-0.157,-0.705,-0.050,-0.347,-0.398,-0.676,-0.243,-0.567
-0.181,-0.313,0.012,-0.150,-0.230,-0.007,-0.431,0.082,-0.372,-0.117,-0.450,-0.102,-0.450
-0.092,-0.338,0.050,-0.074,-0.326,-0.036,-0.490,-0.024,-0.347,-0.362,-0.586,-0.197,-0.611
-0.068,-0.347,0.053,0.001,-0.351,0.120,-0.328,0.190,-0.198,-0.389,-0.405,-0.021,-0.463
-0.051,-0.240,0.133,0.083,-0.240,0.100,-0.392,0.238,-0.255,-0.225,-0.274,-0.026,-0.320
0.030,-0.289,0.011,0.123,-0.331,0.105,-0.374,0.211,-0.213,-0.311,-0.357,0.055,-0.393
-0.243,-0.403,0.098,-0.023,-0.294,0.083,-0.749,0.055,-0.332,-0.233,-0.536,0.009,-0.542
0.032,-0.300,0.131,-0.006,-0.354,0.196,-0.567,0.179,-0.180,-0.316,-0.341,0.120,-0.622
-0.107,-0.248,0.122,-0.050,-0.240,0.153,-0.416,0.205,-0.307,-0.281,-0.435,0.033,-0.418
-0.005,-0.028,0.187,0.122,-0.143,0.266,-0.214,0.297,-0.045,-0.183,-0.226,0.218,-0.384
-0.166,-0.208,0.123,-0.055,-0.364,0.041,-0.212,0.148,-0.310,-0.262,-0.397,-0.030,-0.549
-0.314,-0.372,-0.106,-0.288,-0.388,-0.156,-0.561,-0.153,-0.368,-0.484,-0.649,-0.245,-0.588
-0.328,-0.634,-0.165,-0.435,-0.567,-0.145,-0.786,-0.144,-0.551,-0.618,-0.618,-0.452,-0.769
-0.321,-0.606,-0.097,-0.300,-0.510,-0.198,-0.634,-0.084,-0.520,-0.572,-0.814,-0.218,-0.587
-0.310,-0.569,-0.120,-0.282,-0.498,-0.042,-0.674,0.048,-0.575,-0.475,-0.696,-0.176,-0.690
-0.421,-0.581,-0.045,-0.295,-0.490,-0.133,-0.859,0.045,-0.460,-0.491,-0.618,-0.167,-0.718
-0.209,-0.371,0.057,-0.139,-0.386,-0.031,-0.433,0.128,-0.364,-0.341,-0.538,-0.111,-0.509
0.292,-0.031,0.422,0.217,-0.052,0.295,-0.206,0.288,-0.032,-0.001,-0.009,0.222,-0.283
-0.169,-0.169,0.212,0.098,-0.182,-0.004,-0.247,0.163,-0.208,-0.275,-0.250,0.124,-0.433
0.071,-0.005,0.269,0.180,-0.032,0.096,-0.226,0.360,0.057,-0.224,-0.225,0.112,-0.332
0.243,0.041,0.389,0.267,0.167,0.168,-0.263,0.341,-0.080,-0.145,-0.173,0.191,-0.271
0.161,-0.000,0.458,0.274,0.025,0.302,-0.304,0.443,-0.063,-0.105,-0.244,0.103,-0.248
0.360,0.169,0.521,0.435,0.160,0.467,-0.078,0.568,0.126,0.035,-0.030,0.098,-0.230
0.616,0.337,0.865,0.589,0.560,0.579,0.305,0.821,0.375,0.314,0.217,0.577,0.057
0.701,0.535,0.920,0.779,0.603,0.877,0.251,1.041,0.633,0.427,0.393,0.666,0.333
0.532,0.351,0.847,0.600,0.362,0.669,0.123,0.768,0.452,0.460,0.217,0.610,0.244
0.247,0.185,0.619,0.383,0.165,0.446,0.107,0.626,0.180,0.254,0.021,0.444,-0.117
0.268,0.082,0.500,0.394,-0.032,0.492,-0.052,0.386,0.087,0.125,-0.006,0.331,-0.154
0.091,-0.080,0.399,0.249,-0.071,0.339,-0.128,0.466,-0.035,-0.134,-0.082,0.350,-0.161
0.104,-0.095,0.340,0.252,-0.104,0.333,-0.223,0.482,-0.039,-0.085,-0.185,0.210,-0.042
0.441,0.063,0.610,0.466,0.265,0.485,0.082,0.593,0.232,0.239,-0.122,0.433,0.075
0.310,0.035,0.740,0.627,0.166,0.631,0.165,0.653,0.298,0.315,0.158,0.461,0.088
0.439,0.212,0.673,0.608,0.201,0.596,0.007,0.699,0.271,0.218,0.151,0.414,-0.085
0.418,0.151,0.627,0.512,0.139,0.521,-0.051,0.589,0.131,-0.045,0.081,0.383,-0.021
0.233,0.119,0.520,0.348,0.096,0.436,-0.126,0.457,0.081,0.058,-0.095,0.278,-0.073
0.374,0.065,0.495,0.349,0.076,0.387,-0.033,0.566,0.136,0.178,0.032,0.330,-0.095
0.273,-0.013,0.451,0.321,-0.078,0.337,-0.159,0.495,0.197,-0.016,-0.030,0.380,-0.130
0.385,0.038,0.544,0.297,0.140,0.535,-0.048,0.511,0.189,0.059,-0.049,0.297,-0.067
0.132,-0.027,0.458,0.158,0.030,0.196,-0.250,0.450,-0.014,-0.028,-0.181,0.235,-0.245
-0.085,-0.171,0.218,0.055,-0.260,0.166,-0.307,0.200,-0.274,-0.255,-0.331,0.130,-0.350
-0.018,-0.173,0.235,-0.028,-0.145,0.192,-0.381,0.237,-0.197,-0.168,-0.292,0.152,-0.326
-0.019,-0.218,0.206,0.127,-0.135,0.222,-0.335,0.210,-0.097,0.004,-0.225,0.184,-0.360
-0.019,-0.312,0.119,-0.011,-0.166,0.183,-0.362,0.173,-0.207,-0.119,-0.337,0.009,-0.459
0.064,-0.101,0.378,0.242,0.103,0.239,-0.205,0.374,-0.133,-0.074,-0.127,0.158,-0.028
0.120,-0.129,0.180,0.124,-0.174,0.183,-0.318,0.289,-0.138,-0.135,-0.376,0.004,-0.220
-0.099,-0.195,0.163,0.147,-0.160,0.208,-0.420,0.214,-0.218,-0.255,-0.336,-0.091,-0.346
-0.105,-0.183,0.152,0.025,-0.392,0.062,-0.303,0.161,-0.132,-0.372,-0.436,-0.087,-0.350
-0.350,-0.413,-0.074,-0.171,-0.457,-0.038,-0.558,0.061,-0.378,-0.534,-0.568,-0.151,-0.507
-0.193,-0.424,-0.028,-0.070,-0.388,-0.043,-0.512,0.003,-0.318,-0.333,-0.484,-0.219,-0.559
0.089,-0.191,0.286,0.173,-0.120,0.247,-0.255,0.264,-0.087,-0.109,-0.308,0.030,-0.279
0.185,0.059,0.470,0.343,0.087,0.498,0.011,0.570,0.051,0.022,0.154,0.194,0.056
0.274,0.110,0.459,0.322,-0.033,0.438,0.072,0.551,0.317,0.062,0.177,0.314,-0.215
0.236,0.069,0.343,0.222,-0.038,0.443,-0.344,0.415,0.264,0.072,0.022,0.381,-0.245
-0.050,-0.077,0.237,0.255,0.043,0.332,-0.314,0.493,-0.018,-0.075,-0.211,0.075,-0.162
0.030,-0.021,0.384,0.160,0.051,0.174,-0.177,0.425,-0.109,-0.033,-0.300,0.128,-0.240
-0.136,-0.162,0.107,-0.017,-0.496,-0.071,-0.364,0.044,-0.199,-0.336,-0.504,-0.219,-0.591
-0.012,-0.152,0.098,0.031,-0.324,0.110,-0.489,0.260,-0.192,-0.272,-0.494,-0.108,-0.442
0.184,-0.125,0.255,0.280,-0.039,0.298,-0.267,0.390,0.026,0.007,-0.177,0.124,-0.327
0.331,0.077,0.401,0.463,0.142,0.301,-0.059,0.494,0.128,0.141,-0.188,0.279,0.133
0.033,0.027,0.374,0.332,-0.025,0.534,-0.082,0.534,0.099,-0.041,-0.135,0.373,-0.269
0.157,0.001,0.401,0.249,-0.037,0.333,-0.114,0.373,0.058,-0.013,-0.133,0.213,-0.244
0.204,0.062,0.476,0.367,0.130,0.381,0.038,0.496,0.087,0.111,-0.067,0.409,0.001
-0.007,0.062,0.419,0.296,-0.052,0.349,-0.281,0.409,-0.039,-0.065,-0.060,0.232,-0.226
0.040,0.012,0.256,0.190,0.053,0.347,-0.044,0.420,0.093,-0.121,-0.086,0.165,-0.260
0.097,-0.180,0.143,0.015,-0.050,0.142,-0.367,0.363,-0.060,-0.220,-0.267,0.032,-0.456
-0.205,-0.366,0.116,0.036,-0.231,-0.027,-0.412,0.121,-0.239,-0.476,-0.464,-0.046,-0.480
0.011,-0.071,0.210,0.055,-0.121,0.253,-0.403,0.149,-0.367,-0.115,-0.286,0.100,-0.450
0.144,-0.098,0.250,0.115,-0.172,0.221,-0.314,0.283,-0.142,0.007,-0.353,0.014,-0.170
0.021,-0.073,0.260,0.157,-0.173,0.323,-0.129,0.394,-0.110,-0.205,-0.241,0.136,-0.229
0.401,0.370,0.610,0.382,0.319,0.592,-0.100,0.625,0.292,0.120,0.038,0.336,0.191
0.309,0.278,0.505,0.385,0.178,0.493,0.096,0.574,0.250,0.108,0.069,0.487,0.091
0.400,0.126,0.474,0.282,0.086,0.414,-0.244,0.416,0.293,0.116,0.097,0.263,-0.011
0.289,0.271,0.468,0.426,0.167,0.583,-0.186,0.639,0.226,0.142,0.092,0.419,-0.161
0.384,0.284,0.562,0.540,0.329,0.603,0.085,0.763,0.232,0.316,0.040,0.404,0.034
0.419,0.200,0.680,0.525,0.239,0.458,0.136,0.694,0.282,0.239,0.203,0.556,0.211
0.164,0.060,0.269,0.178,-0.112,0.323,-0.211,0.329,-0.007,-0.166,-0.162,0.143,-0.151
0.037,-0.227,0.215,0.151,-0.172,0.101,-0.343,0.280,-0.212,-0.214,-0.365,0.021,-0.280
-0.130,-0.466,-0.018,-0.200,-0.316,-0.141,-0.921,-0.058,-0.454,-0.327,-0.528,-0.184,-0.568
-0.124,-0.250,0.203,0.124,-0.110,0.298,-0.478,0.170,-0.133,-0.273,-0.269,-0.094,-0.495
-0.153,-0.381,0.146,0.063,-0.057,0.114,-0.414,0.142,-0.203,-0.271,-0.325,-0.004,-0.440
-0.223,-0.285,0.118,0.073,-0.162,0.103,-0.446,0.186,-0.153,-0.347,-0.384,0.045,-0.583
-0.332,-0.340,0.042,0.002,-0.415,-0.106,-0.583,0.102,-0.271,-0.491,-0.508,-0.069,-0.451
-0.355,-0.464,-0.158,-0.209,-0.426,-0.226,-0.640,0.000,-0.375,-0.479,-0.487,-0.228,-0.735
0.000,-0.240,0.079,-0.050,-0.411,0.161,-0.271,0.173,-0.042,-0.203,-0.257,-0.078,-0.526
0.017,0.013,0.243,0.375,0.049,0.284,-0.251,0.401,-0.068,-0.183,-0.294,0.291,-0.170
0.142,0.010,0.406,0.332,0.073,0.287,-0.174,0.359,0.145,0.125,-0.265,0.291,-0.214
0.141,0.160,0.488,0.291,0.102,0.514,-0.048,0.449,0.023,0.015,-0.093,0.354,0.017
0.212,0.205,0.369,0.304,0.044,0.511,-0.144,0.503,0.030,0.073,-0.027,0.266,-0.202
0.074,-0.195,0.225,0.059,-0.147,0.221,-0.279,0.293,-0.044,-0.094,-0.262,-0.005,-0.395
-0.035,-0.261,0.065,-0.050,-0.212,0.115,-0.402,0.126,-0.352,-0.281,-0.490,-0.067,-0.515
0.085,-0.088,0.273,0.161,-0.073,0.183,-0.251,0.277,-0.074,-0.083,-0.359,0.080,-0.288
0.292,0.070,0.483,0.452,-0.010,0.448,-0.043,0.624,0.141,0.141,-0.029,0.456,-0.014
0.420,0.022,0.534,0.543,0.145,0.574,-0.191,0.572,0.284,0.355,-0.021,0.382,-0.108
0.219,-0.241,0.261,0.242,-0.084,0.296,-0.262,0.383,0.047,-0.105,-0.230,0.215,-0.352
0.218,-0.025,0.395,0.230,-0.112,0.360,-0.147,0.445,-0.061,-0.068,-0.026,0.329,-0.284
0.026,-0.152,0.195,0.059,-0.265,0.229,-0.402,0.122,-0.129,-0.179,-0.360,0.036,-0.542
-0.114,-0.203,0.181,-0.073,-0.336,0.059,-0.450,0.191,-0.453,-0.200,-0.278,-0.058,-0.542
-0.137,-0.355,0.031,-0.089,-0.382,0.141,-0.434,0.167,-0.394,-0.308,-0.398,-0.132,-0.612
-0.149,-0.324,0.152,-0.039,-0.570,0.183,-0.405,0.196,-0.305,-0.346,-0.360,0.005,-0.482
-0.076,-0.361,0.129,-0.126,-0.287,0.202,-0.258,0.149,-0.395,-0.205,-0.429,-0.061,-0.499
0.022,-0.248,0.191,0.060,-0.345,0.271,-0.407,0.237,-0.290,-0.236,-0.361,-0.077,-0.505
0.043,-0.213,0.219,0.094,-0.193,0.191,-0.336,0.245,-0.222,-0.196,-0.138,-0.031,-0.532
0.092,-0.120,0.274,0.149,-0.147,0.284,-0.357,0.348,-0.068,-0.063,-0.076,0.141,-0.336
0.206,-0.029,0.436,0.449,0.199,0.475,-0.194,0.555,0.100,0.211,0.006,0.348,0.007
0.049,-0.118,0.404,0.136,0.056,0.343,-0.299,0.353,-0.009,-0.027,-0.213,0.193,-0.136
